"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez",0.0159
1602,"1111602","Caminha",0.0275
1603,"1111603","Melgaço",0.0022
1604,"1111604","Monção",0.0255
1605,"1111605","Paredes de Coura",0.1253
1606,"1111606","Ponte da Barca",0.0224
1607,"1111607","Ponte de Lima",0.2918
1608,"1111608","Valença",0.1133
1609,"1111609","Viana do Castelo",0.4905
1610,"1111610","Vila Nova de Cerveira",0.3948
301,"1120301","Amares",0.213
302,"1120302","Barcelos",0.8528
303,"1120303","Braga",0.421
306,"1120306","Esposende",0.6367
310,"1120310","Terras de Bouro",0.0084
313,"1120313","Vila Verde",0.2414
307,"1130307","Fafe",0.0835
308,"1130308","Guimarães",0.3834
309,"1130309","Póvoa de Lanhoso",0.2521
1314,"1131314","Santo Tirso",0.4315
1318,"1131318","Trofa",0.7859
311,"1130311","Vieira do Minho",0.0537
312,"1130312","Vila Nova de Famalicão",0.7358
314,"1130314","Vizela",0.24
107,"1140107","Espinho",0.0181
1304,"1141304","Gondomar",0.1662
1306,"1141306","Maia",0.7211
1308,"1141308","Matosinhos",0.7943
1312,"1141312","Porto",0.4392
1313,"1141313","Póvoa de Varzim",0.7428
1315,"1141315","Valongo",0.2327
1316,"1141316","Vila do Conde",0.9445
1317,"1141317","Vila Nova de Gaia",0.142
1301,"1151301","Amarante",0.1174
1302,"1151302","Baião",0.0366
304,"1150304","Cabeceiras de Basto",0.0666
106,"1150106","Castelo de Paiva",0.194
305,"1150305","Celorico de Basto",0.16
1804,"1151804","Cinfães",0.093
1303,"1151303","Felgueiras",0.2576
1305,"1151305","Lousada",0.415
1307,"1151307","Marco de Canaveses",0.0577
1705,"1151705","Mondim de Basto",0.0931
1309,"1151309","Paços de Ferreira",0.4257
1310,"1151310","Paredes",0.2204
1311,"1151311","Penafiel",0.1215
1813,"1151813","Resende",0.0325
1709,"1151709","Ribeira de Pena",0.1553
104,"1160104","Arouca",0.3805
113,"1160113","Oliveira de Azeméis",0.7489
109,"1160109","Santa Maria da Feira",0.3443
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0.0931
1701,"1171701","Alijó",0
1801,"1171801","Armamar",0.0076
403,"1170403","Carrazeda de Ansiães",0.0016
404,"1170404","Freixo de Espada à Cinta",0
1805,"1171805","Lamego",0.0188
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",0.1237
1812,"1171812","Penedono",0.0873
1708,"1171708","Peso da Régua",0.0536
1710,"1171710","Sabrosa",0.0294
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",0.0021
1818,"1171818","Sernancelhe",0.0919
1819,"1171819","Tabuaço",0.0109
1820,"1171820","Tarouca",0.0911
409,"1170409","Torre de Moncorvo",0.0048
410,"1170410","Vila Flor",0.0024
914,"1170914","Vila Nova de Foz Côa",0.0237
1714,"1171714","Vila Real",0.1866
401,"1180401","Alfândega da Fé",0.0189
1702,"1181702","Boticas",0.0084
402,"1180402","Bragança",0.0738
1703,"1181703","Chaves",0.1506
405,"1180405","Macedo de Cavaleiros",0.0358
406,"1180406","Miranda do Douro",0.414
407,"1180407","Mirandela",0.0232
