"Muni_ID","ID","Muni","1989","1999","2009"
1601,"1111601","Arcos de Valdevez","2","1","1"
1602,"1111602","Caminha","0","1","1"
1603,"1111603","Melgaço","0","0","0"
1604,"1111604","Monção","2","0","0"
1605,"1111605","Paredes de Coura","1","0","0"
1606,"1111606","Ponte da Barca","2","2","1"
1607,"1111607","Ponte de Lima","13","9","9"
1608,"1111608","Valença","1","1","1"
1609,"1111609","Viana do Castelo","17","11","4"
1610,"1111610","Vila Nova de Cerveira","1","0","1"
301,"1120301","Amares","8","2","2"
302,"1120302","Barcelos","18","10","6"
303,"1120303","Braga","15","9","6"
306,"1120306","Esposende","5","4","0"
310,"1120310","Terras de Bouro","2","1","0"
313,"1120313","Vila Verde","8","2","3"
307,"1130307","Fafe","2","1","1"
308,"1130308","Guimarães","19","7","3"
309,"1130309","Póvoa de Lanhoso","3","2","1"
1314,"1131314","Santo Tirso","17","7","4"
1318,"1131318","Trofa","0","2","1"
311,"1130311","Vieira do Minho","3","1","1"
312,"1130312","Vila Nova de Famalicão","21","9","4"
314,"1130314","Vizela","0","2","1"
107,"1140107","Espinho","0","0","0"
1304,"1141304","Gondomar","12","4","2"
1306,"1141306","Maia","10","3","1"
1308,"1141308","Matosinhos","3","2","1"
1312,"1141312","Porto","0","0","1"
1313,"1141313","Póvoa de Varzim","3","1","0"
1315,"1141315","Valongo","3","2","0"
1316,"1141316","Vila do Conde","11","3","1"
1317,"1141317","Vila Nova de Gaia","24","7","2"
1301,"1151301","Amarante","6","1","2"
1302,"1151302","Baião","6","5","3"
304,"1150304","Cabeceiras de Basto","2","1","0"
106,"1150106","Castelo de Paiva","1","1","1"
305,"1150305","Celorico de Basto","1","1","1"
1804,"1151804","Cinfães","9","1","4"
1303,"1151303","Felgueiras","5","2","2"
1305,"1151305","Lousada","10","1","1"
1307,"1151307","Marco de Canaveses","6","4","3"
1705,"1151705","Mondim de Basto","0","0","0"
1309,"1151309","Paços de Ferreira","3","2","0"
1310,"1151310","Paredes","7","6","1"
1311,"1151311","Penafiel","10","3","3"
1813,"1151813","Resende","18","12","10"
1709,"1151709","Ribeira de Pena","0","0","0"
104,"1160104","Arouca","3","4","2"
113,"1160113","Oliveira de Azeméis","7","3","1"
109,"1160109","Santa Maria da Feira","5","1","0"
116,"1160116","São João da Madeira","0","0","0"
119,"1160119","Vale de Cambra","5","1","0"
1701,"1171701","Alijó","12","10","4"
1801,"1171801","Armamar","30","2","14"
403,"1170403","Carrazeda de Ansiães","11","9","5"
404,"1170404","Freixo de Espada à Cinta","5","2","2"
1805,"1171805","Lamego","128","74","93"
1704,"1171704","Mesão Frio","1","1","1"
1807,"1171807","Moimenta da Beira","1","2","9"
1812,"1171812","Penedono","8","1","2"
1708,"1171708","Peso da Régua","4","2","1"
1710,"1171710","Sabrosa","2","7","5"
1711,"1171711","Santa Marta de Penaguião","1","1","1"
1815,"1171815","São João da Pesqueira","5","5","14"
1818,"1171818","Sernancelhe","5","1","1"
1819,"1171819","Tabuaço","8","2","5"
1820,"1171820","Tarouca","25","14","19"
409,"1170409","Torre de Moncorvo","17","10","8"
410,"1170410","Vila Flor","26","15","13"
914,"1170914","Vila Nova de Foz Côa","4","5","4"
1714,"1171714","Vila Real","10","12","5"
401,"1180401","Alfândega da Fé","99","17","5"
1702,"1181702","Boticas","0","0","2"
402,"1180402","Bragança","63","45","32"
1703,"1181703","Chaves","30","25","8"
405,"1180405","Macedo de Cavaleiros","28","23","10"
406,"1180406","Miranda do Douro","8","13","6"
407,"1180407","Mirandela","42","26","13"
408,"1180408","Mogadouro","7","16","6"
1706,"1181706","Montalegre","0","2","3"
1707,"1181707","Murça","6","8","2"
1712,"1181712","Valpaços","41","25","22"
1713,"1181713","Vila Pouca de Aguiar","7","6","3"
411,"1180411","Vimioso","10","22","14"
412,"1180412","Vinhais","17","25","10"
101,"1610101","Águeda","11","4","2"
102,"1610102","Albergaria-a-Velha","4","1","0"
103,"1610103","Anadia","13","6","1"
105,"1610105","Aveiro","3","1","1"
108,"1610108","Estarreja","3","1","0"
110,"1610110","Ílhavo","1","0","0"
111,"1610111","Mealhada","8","8","3"
112,"1610112","Murtosa","0","0","0"
114,"1610114","Oliveira do Bairro","5","4","1"
