"Muni_ID","ID","Muni","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
1601,"1111601","Arcos de Valdevez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,"1111602","Caminha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,"1111603","Melgaço",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,"1111604","Monção",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,"1111605","Paredes de Coura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,"1111606","Ponte da Barca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,"1111607","Ponte de Lima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,"1111608","Valença",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,"1111609","Viana do Castelo",17709,11806,11806,11806,5903,11806,11806,11806,0,0,0,0,0,5903,5903,5903,5903,5903,5903,5903,5903,5903,5903
1610,"1111610","Vila Nova de Cerveira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"1120301","Amares",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"1120302","Barcelos",17709,17709,17709,17709,17709,17709,17709,17709,0,0,0,0,0,17709,11806,17709,17709,17709,17709,11806,11806,17709,11806
303,"1120303","Braga",36599,30696,23022,25383,30105,26564,20660,11806,0,0,0,0,0,27744,41321,47224,47224,47224,47224,41321,35418,41321,35418
306,"1120306","Esposende",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"1120310","Terras de Bouro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"1120313","Vila Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"1130307","Fafe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,"1130308","Guimarães",35418,29515,21841,22431,17709,18299,12987,6493,0,0,0,0,0,8264,17709,17709,17709,17709,17709,17709,17709,17709,11806
309,"1130309","Póvoa de Lanhoso",14167,9445,4722,2952,0,2361,3542,2361,0,0,0,0,0,11806,11806,17709,17709,11806,17709,11806,11806,11806,11806
1314,"1131314","Santo Tirso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,"1131318","Trofa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,"1130311","Vieira do Minho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"1130312","Vila Nova de Famalicão",29515,29515,29515,29515,23612,23612,18299,8854,0,0,0,0,0,8854,17709,20070,17709,17709,23612,17709,17709,17709,11806
314,"1130314","Vizela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"1140107","Espinho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,"1141304","Gondomar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,"1141306","Maia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,"1141308","Matosinhos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,"1141312","Porto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,"1141313","Póvoa de Varzim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,"1141315","Valongo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,"1141316","Vila do Conde",5903,5903,5903,5903,5903,5903,5903,5903,0,0,0,0,0,5903,5903,5903,5903,5903,5903,5903,5903,5903,5903
1317,"1141317","Vila Nova de Gaia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,"1151301","Amarante",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,"1151302","Baião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"1150106","Castelo de Paiva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"1150305","Celorico de Basto",35418,35418,35418,35418,23612,35418,29515,29515,0,0,0,0,0,16528,17709,23612,23612,23612,23612,17709,17709,23612,17709
1804,"1151804","Cinfães",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,"1151303","Felgueiras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,"1151305","Lousada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,"1151307","Marco de Canaveses",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,"1151705","Mondim de Basto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,"1151309","Paços de Ferreira",7674,7674,7084,8854,12396,12987,11216,7084,0,0,0,0,0,22431,53127,59620,64933,59030,70836,53127,53127,59030,47224
1310,"1151310","Paredes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,"1151311","Penafiel",11806,11806,11806,11806,5903,9445,7084,3542,0,0,0,0,0,5313,5903,5903,5903,5903,5903,5903,5903,5903,5903
1813,"1151813","Resende",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,"1151709","Ribeira de Pena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"1160104","Arouca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"1160113","Oliveira de Azeméis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"1160109","Santa Maria da Feira",11806,11806,11806,11806,5903,11806,11806,8854,0,0,0,0,0,5903,5903,5903,5903,5903,5903,5903,5903,5903,5903
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,"1171701","Alijó",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,"1171801","Armamar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,"1171805","Lamego",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,"1171812","Penedono",0,0,0,0,0,4087,5722,4087,0,0,0,0,0,8174,8174,8174,8174,8174,8174,8174,8174,8174,8174
1708,"1171708","Peso da Régua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,"1171710","Sabrosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",11444,7357,4087,2452,0,8174,8174,8174,0,0,0,0,0,8174,8174,8174,8174,8174,8174,8174,8174,8174,8174
1818,"1171818","Sernancelhe",32696,24522,24522,16348,16348,16348,16348,8991,0,0,0,0,0,24522,16348,24522,24522,16348,16348,16348,16348,16348,16348
1819,"1171819","Tabuaço",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,"1171820","Tarouca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,"1170409","Torre de Moncorvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,"1170410","Vila Flor",49044,49044,57218,49044,16348,49044,49044,40870,0,0,0,0,0,16348,16348,16348,16348,16348,16348,16348,8174,16348,8174
914,"1170914","Vila Nova de Foz Côa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,"1171714","Vila Real",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,"1180401","Alfândega da Fé",24522,24522,24522,24522,16348,24522,24522,16348,0,0,0,0,0,16348,16348,16348,16348,16348,16348,16348,16348,16348,8174
1702,"1181702","Boticas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,"1180402","Bragança",504336,483083,458561,572997,318786,594250,444666,246037,0,0,0,0,0,523136,376004,441396,416874,392352,376004,343308,318786,351482,269742
1703,"1181703","Chaves",33513,25339,18800,17983,16348,17165,14713,8991,0,0,0,0,0,24522,16348,24522,24522,24522,24522,16348,16348,16348,16348
405,"1180405","Macedo de Cavaleiros",114436,98088,106262,89914,24522,73566,73566,65392,0,0,0,0,0,40870,32696,32696,32696,32696,32696,24522,24522,24522,24522
406,"1180406","Miranda do Douro",155306,130784,138958,106262,16348,89914,81740,73566,0,0,0,0,0,32696,16348,24522,24522,24522,24522,16348,16348,16348,16348
407,"1180407","Mirandela",220698,204350,253394,220698,57218,204350,196176,179828,0,0,0,0,0,89914,65392,73566,73566,65392,65392,57218,57218,65392,49044
408,"1180408","Mogadouro",130784,114436,130784,106262,16348,98088,89914,89914,0,0,0,0,0,65392,16348,65392,65392,57218,57218,49044,49044,49044,40870
1706,"1181706","Montalegre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,"1181707","Murça",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,"1181712","Valpaços",104627,89914,76836,88279,65392,81740,59670,31879,0,0,0,0,0,106262,73566,81740,73566,65392,65392,57218,57218,65392,49044
1713,"1181713","Vila Pouca de Aguiar",7357,4904,2452,1635,0,3270,4087,2452,0,0,0,0,0,8174,8174,8174,8174,8174,8174,8174,8174,8174,8174
411,"1180411","Vimioso",203533,199446,192089,220698,73566,196176,143862,71114,0,0,0,0,0,98088,81740,81740,81740,73566,73566,65392,57218,65392,49044
412,"1180412","Vinhais",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"1610101","Águeda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"1610102","Albergaria-a-Velha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"1610103","Anadia",52980,52980,44150,52980,17660,44150,44150,44150,0,0,0,0,0,26490,17660,26490,26490,26490,17660,17660,17660,17660,17660
105,"1610105","Aveiro",105960,105960,97130,105960,88300,97130,84768,41501,0,0,0,0,0,46799,79470,88300,88300,79470,79470,70640,70640,79470,61810
108,"1610108","Estarreja",211920,203090,194260,211920,247240,193377,134216,69757,0,0,0,0,0,125386,211920,203090,194260,176600,167770,158940,150110,167770,123620
110,"1610110","Ílhavo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"1610111","Mealhada",88300,88300,77704,74172,52980,55629,38852,20309,0,0,0,0,0,37969,44150,44150,44150,44150,35320,35320,35320,35320,26490
112,"1610112","Murtosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"1610114","Oliveira do Bairro",8830,8830,8830,8830,8830,8830,8830,8830,0,0,0,0,0,8830,8830,8830,8830,8830,8830,8830,8830,8830,8830
115,"1610115","Ovar",26490,26490,26490,26490,26490,26490,26490,26490,0,0,0,0,0,25607,26490,26490,26490,26490,17660,17660,17660,17660,17660
117,"1610117","Sever do Vouga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"1610118","Vagos",8830,8830,8830,8830,8830,8830,8830,8830,0,0,0,0,0,8830,8830,8830,8830,8830,8830,8830,8830,8830,8830
602,"1620602","Cantanhede",158940,158940,150110,150110,123620,150110,141280,124503,0,0,0,0,0,114790,105960,114790,105960,97130,97130,88300,79470,97130,70640
603,"1620603","Coimbra",8830,8830,8830,8830,8830,8830,8830,8830,0,0,0,0,0,8830,8830,8830,8830,8830,8830,8830,8830,8830,8830
604,"1620604","Condeixa-a-Nova",35320,35320,35320,35320,17660,22958,16777,9713,0,0,0,0,0,23841,17660,26490,26490,26490,26490,17660,17660,26490,17660
605,"1620605","Figueira da Foz",44150,44150,44150,44150,52980,44150,44150,44150,0,0,0,0,0,44150,44150,44150,44150,35320,35320,35320,35320,35320,26490
608,"1620608","Mira",29515,23612,23612,23612,11806,17709,17709,17709,0,0,0,0,0,11806,11806,11806,11806,11806,11806,11806,11806,11806,5903
610,"1620610","Montemor-o-Velho",354180,354180,342374,365986,448628,371889,365986,365986,0,0,0,0,0,348277,389598,413210,395501,371889,354180,324665,306956,348277,259732
613,"1620613","Penacova",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,"1620615","Soure",5903,5903,5903,5903,5903,5903,5903,5903,0,0,0,0,0,5903,5903,5903,5903,5903,5903,5903,5903,5903,5903
1004,"1631004","Batalha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,"1631009","Leiria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,"1631010","Marinha Grande",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,"1631015","Pombal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
