"Muni_ID","ID","Muni","1989","1999","2009"
1601,"1111601","Arcos de Valdevez","1520","247","50"
1602,"1111602","Caminha","173","20","6"
1603,"1111603","Melgaço","575","54","7"
1604,"1111604","Monção","877","126","30"
1605,"1111605","Paredes de Coura","693","93","11"
1606,"1111606","Ponte da Barca","556","151","28"
1607,"1111607","Ponte de Lima","1797","213","69"
1608,"1111608","Valença","441","23","5"
1609,"1111609","Viana do Castelo","1360","76","21"
1610,"1111610","Vila Nova de Cerveira","164","10","8"
301,"1120301","Amares","629","54","6"
302,"1120302","Barcelos","1458","62","15"
303,"1120303","Braga","1061","47","4"
306,"1120306","Esposende","226","12","7"
310,"1120310","Terras de Bouro","385","147","17"
313,"1120313","Vila Verde","1835","127","47"
307,"1130307","Fafe","1355","418","56"
308,"1130308","Guimarães","1404","95","16"
309,"1130309","Póvoa de Lanhoso","992","74","17"
1314,"1131314","Santo Tirso","578","50","8"
1318,"1131318","Trofa","0","3","1"
311,"1130311","Vieira do Minho","877","81","30"
312,"1130312","Vila Nova de Famalicão","688","23","3"
314,"1130314","Vizela","0","8","0"
107,"1140107","Espinho","23","5","2"
1304,"1141304","Gondomar","157","16","7"
1306,"1141306","Maia","82","8","1"
1308,"1141308","Matosinhos","16","0","0"
1312,"1141312","Porto","0","0","0"
1313,"1141313","Póvoa de Varzim","64","4","4"
1315,"1141315","Valongo","142","4","1"
1316,"1141316","Vila do Conde","46","1","1"
1317,"1141317","Vila Nova de Gaia","280","27","10"
1301,"1151301","Amarante","1327","371","117"
1302,"1151302","Baião","777","290","102"
304,"1150304","Cabeceiras de Basto","937","97","17"
106,"1150106","Castelo de Paiva","365","79","38"
305,"1150305","Celorico de Basto","953","255","77"
1804,"1151804","Cinfães","937","320","25"
1303,"1151303","Felgueiras","710","36","20"
1305,"1151305","Lousada","492","89","11"
1307,"1151307","Marco de Canaveses","1017","330","97"
1705,"1151705","Mondim de Basto","354","153","41"
1309,"1151309","Paços de Ferreira","411","47","11"
1310,"1151310","Paredes","847","77","12"
1311,"1151311","Penafiel","1072","163","7"
1813,"1151813","Resende","359","77","9"
1709,"1151709","Ribeira de Pena","205","38","13"
104,"1160104","Arouca","757","50","8"
113,"1160113","Oliveira de Azeméis","325","25","2"
109,"1160109","Santa Maria da Feira","540","50","20"
116,"1160116","São João da Madeira","10","0","0"
119,"1160119","Vale de Cambra","705","148","21"
1701,"1171701","Alijó","20","25","3"
1801,"1171801","Armamar","27","6","1"
403,"1170403","Carrazeda de Ansiães","18","7","4"
404,"1170404","Freixo de Espada à Cinta","27","4","1"
1805,"1171805","Lamego","39","21","5"
1704,"1171704","Mesão Frio","0","0","0"
