"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez","3"
1602,"1111602","Caminha","0"
1603,"1111603","Melgaço","0"
1604,"1111604","Monção","0"
1605,"1111605","Paredes de Coura","4"
1606,"1111606","Ponte da Barca","0"
1607,"1111607","Ponte de Lima","2"
1608,"1111608","Valença","1"
1609,"1111609","Viana do Castelo","0"
1610,"1111610","Vila Nova de Cerveira","0"
301,"1120301","Amares","2"
302,"1120302","Barcelos","0"
303,"1120303","Braga","0"
306,"1120306","Esposende","0"
310,"1120310","Terras de Bouro","0"
313,"1120313","Vila Verde","9"
307,"1130307","Fafe","3"
308,"1130308","Guimarães","10"
309,"1130309","Póvoa de Lanhoso","8"
1314,"1131314","Santo Tirso","2"
1318,"1131318","Trofa","0"
311,"1130311","Vieira do Minho","0"
312,"1130312","Vila Nova de Famalicão","1"
314,"1130314","Vizela","11"
107,"1140107","Espinho","0"
1304,"1141304","Gondomar","6"
1306,"1141306","Maia","0"
1308,"1141308","Matosinhos","0"
1312,"1141312","Porto","0"
1313,"1141313","Póvoa de Varzim","0"
1315,"1141315","Valongo","1"
1316,"1141316","Vila do Conde","0"
1317,"1141317","Vila Nova de Gaia","5"
1301,"1151301","Amarante","27"
1302,"1151302","Baião","19"
304,"1150304","Cabeceiras de Basto","2"
106,"1150106","Castelo de Paiva","6"
305,"1150305","Celorico de Basto","1"
1804,"1151804","Cinfães","7"
1303,"1151303","Felgueiras","16"
1305,"1151305","Lousada","0"
1307,"1151307","Marco de Canaveses","0"
1705,"1151705","Mondim de Basto","1"
1309,"1151309","Paços de Ferreira","1"
1310,"1151310","Paredes","11"
1311,"1151311","Penafiel","3"
1813,"1151813","Resende","17"
1709,"1151709","Ribeira de Pena","2"
104,"1160104","Arouca","17"
113,"1160113","Oliveira de Azeméis","1"
109,"1160109","Santa Maria da Feira","1"
116,"1160116","São João da Madeira","0"
119,"1160119","Vale de Cambra","4"
1701,"1171701","Alijó","0"
1801,"1171801","Armamar","2"
403,"1170403","Carrazeda de Ansiães","0"
404,"1170404","Freixo de Espada à Cinta","0"
1805,"1171805","Lamego","0"
1704,"1171704","Mesão Frio","0"
1807,"1171807","Moimenta da Beira","1"
1812,"1171812","Penedono","0"
1708,"1171708","Peso da Régua","0"
1710,"1171710","Sabrosa","0"
1711,"1171711","Santa Marta de Penaguião","0"
1815,"1171815","São João da Pesqueira","0"
1818,"1171818","Sernancelhe","0"
1819,"1171819","Tabuaço","3"
1820,"1171820","Tarouca","7"
409,"1170409","Torre de Moncorvo","1"
410,"1170410","Vila Flor","1"
914,"1170914","Vila Nova de Foz Côa","0"
1714,"1171714","Vila Real","14"
401,"1180401","Alfândega da Fé","0"
1702,"1181702","Boticas","0"
402,"1180402","Bragança","5"
1703,"1181703","Chaves","8"
405,"1180405","Macedo de Cavaleiros","3"
406,"1180406","Miranda do Douro","0"
407,"1180407","Mirandela","7"
408,"1180408","Mogadouro","0"
1706,"1181706","Montalegre","2"
1707,"1181707","Murça","0"
1712,"1181712","Valpaços","6"
1713,"1181713","Vila Pouca de Aguiar","15"
411,"1180411","Vimioso","0"
412,"1180412","Vinhais","0"
101,"1610101","Águeda","7"
102,"1610102","Albergaria-a-Velha","1"
103,"1610103","Anadia","2"
105,"1610105","Aveiro","2"
108,"1610108","Estarreja","0"
110,"1610110","Ílhavo","0"
111,"1610111","Mealhada","3"
112,"1610112","Murtosa","0"
114,"1610114","Oliveira do Bairro","0"
115,"1610115","Ovar","0"
117,"1610117","Sever do Vouga","0"
118,"1610118","Vagos","0"
602,"1620602","Cantanhede","12"
603,"1620603","Coimbra","19"
604,"1620604","Condeixa-a-Nova","0"
605,"1620605","Figueira da Foz","19"
608,"1620608","Mira","1"
610,"1620610","Montemor-o-Velho","10"
613,"1620613","Penacova","0"
615,"1620615","Soure","2"
1004,"1631004","Batalha","0"
1009,"1631009","Leiria","20"
1010,"1631010","Marinha Grande","0"
1015,"1631015","Pombal","9"
1016,"1631016","Porto de Mós","0"
1002,"1641002","Alvaiázere","7"
1003,"1641003","Ansião","0"
601,"1640601","Arganil","5"
1007,"1641007","Castanheira de Pêra","0"
1008,"1641008","Figueiró dos Vinhos","1"
606,"1640606","Góis","5"
607,"1640607","Lousã","0"
609,"1640609","Miranda do Corvo","2"
611,"1640611","Oliveira do Hospital","18"
612,"1640612","Pampilhosa da Serra","0"
1013,"1641013","Pedrógão Grande","1"
614,"1640614","Penela","0"
616,"1640616","Tábua","27"
617,"1640617","Vila Nova de Poiares","0"
901,"1650901","Aguiar da Beira","2"
1802,"1651802","Carregal do Sal","12"
1803,"1651803","Castro Daire","10"
1806,"1651806","Mangualde","19"
1808,"1651808","Mortágua","0"
1809,"1651809","Nelas","2"
1810,"1651810","Oliveira de Frades","5"
1811,"1651811","Penalva do Castelo","4"
1814,"1651814","Santa Comba Dão","5"
1816,"1651816","São Pedro do Sul","44"
1817,"1651817","Sátão","1"
1821,"1651821","Tondela","23"
1822,"1651822","Vila Nova de Paiva","9"
1823,"1651823","Viseu","17"
1824,"1651824","Vouzela","3"
1413,"1661413","Mação","0"
506,"1660506","Oleiros","0"
508,"1660508","Proença-a-Nova","0"
509,"1660509","Sertã","0"
510,"1660510","Vila de Rei","0"
905,"1670905","Fornos de Algodres","4"
906,"1670906","Gouveia","15"
912,"1670912","Seia","35"
902,"1680902","Almeida","0"
903,"1680903","Celorico da Beira","20"
904,"1680904","Figueira de Castelo Rodrigo","0"
907,"1680907","Guarda","21"
908,"1680908","Manteigas","0"
909,"1680909","Mêda","3"
910,"1680910","Pinhel","28"
911,"1680911","Sabugal","1"
913,"1680913","Trancoso","35"
502,"1690502","Castelo Branco","14"
505,"1690505","Idanha-a-Nova","7"
507,"1690507","Penamacor","1"
511,"1690511","Vila Velha de Ródão","21"
501,"16A0501","Belmonte","1"
503,"16A0503","Covilhã","15"
504,"16A0504","Fundão","42"
1001,"16B1001","Alcobaça","3"
1101,"16B1101","Alenquer","0"
1102,"16B1102","Arruda dos Vinhos","0"
1005,"16B1005","Bombarral","0"
1104,"16B1104","Cadaval","0"
1006,"16B1006","Caldas da Rainha","2"
1108,"16B1108","Lourinhã","0"
1011,"16B1011","Nazaré","2"
1012,"16B1012","Óbidos","3"
1014,"16B1014","Peniche","0"
