"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez",0.88571
1602,"1111602","Caminha",0.8
1603,"1111603","Melgaço",1
1604,"1111604","Monção",1
1605,"1111605","Paredes de Coura",1
1606,"1111606","Ponte da Barca",0.33333
1607,"1111607","Ponte de Lima",0.5619
1608,"1111608","Valença",0.76271
1609,"1111609","Viana do Castelo",0.55254
1610,"1111610","Vila Nova de Cerveira",0.24038
301,"1120301","Amares",0.41414
302,"1120302","Barcelos",0.12936
303,"1120303","Braga",0.3588
306,"1120306","Esposende",0.04523
310,"1120310","Terras de Bouro",1
313,"1120313","Vila Verde",0.43606
307,"1130307","Fafe",0.94972
308,"1130308","Guimarães",0.33992
309,"1130309","Póvoa de Lanhoso",0.60638
1314,"1131314","Santo Tirso",0.35714
1318,"1131318","Trofa",0.01756
311,"1130311","Vieira do Minho",0.72115
312,"1130312","Vila Nova de Famalicão",0.06637
314,"1130314","Vizela",0.5942
107,"1140107","Espinho",1
1304,"1141304","Gondomar",0.336
1306,"1141306","Maia",0.02733
1308,"1141308","Matosinhos",0.0137
1312,"1141312","Porto",0.23077
1313,"1141313","Póvoa de Varzim",0.00245
1315,"1141315","Valongo",0.03509
1316,"1141316","Vila do Conde",0.00041
1317,"1141317","Vila Nova de Gaia",0.58065
1301,"1151301","Amarante",0.76419
1302,"1151302","Baião",0.78723
304,"1150304","Cabeceiras de Basto",0.81818
106,"1150106","Castelo de Paiva",0.60317
305,"1150305","Celorico de Basto",0.804
1804,"1151804","Cinfães",0.98204
1303,"1151303","Felgueiras",0.78535
1305,"1151305","Lousada",0.55612
1307,"1151307","Marco de Canaveses",0.75676
1705,"1151705","Mondim de Basto",0.84444
1309,"1151309","Paços de Ferreira",0.40678
1310,"1151310","Paredes",0.57312
1311,"1151311","Penafiel",0.26047
1813,"1151813","Resende",0.30769
1709,"1151709","Ribeira de Pena",0.84586
104,"1160104","Arouca",0.42459
113,"1160113","Oliveira de Azeméis",0.11879
109,"1160109","Santa Maria da Feira",0.33603
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0.77966
1701,"1171701","Alijó",0
1801,"1171801","Armamar",0.5
403,"1170403","Carrazeda de Ansiães",0
404,"1170404","Freixo de Espada à Cinta",0
1805,"1171805","Lamego",0.88889
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",0.16837
1812,"1171812","Penedono",0.15152
1708,"1171708","Peso da Régua",0
1710,"1171710","Sabrosa",1
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",0
1818,"1171818","Sernancelhe",0.14444
1819,"1171819","Tabuaço",0.66667
1820,"1171820","Tarouca",0.27586
409,"1170409","Torre de Moncorvo",0
410,"1170410","Vila Flor",0.5
914,"1170914","Vila Nova de Foz Côa",1
1714,"1171714","Vila Real",0.96584
401,"1180401","Alfândega da Fé",0
1702,"1181702","Boticas",1
402,"1180402","Bragança",0.15094
1703,"1181703","Chaves",0.72879
405,"1180405","Macedo de Cavaleiros",0.125
406,"1180406","Miranda do Douro",0.07692
407,"1180407","Mirandela",0.52
408,"1180408","Mogadouro",0.30233
1706,"1181706","Montalegre",0.61321
1707,"1181707","Murça",1
1712,"1181712","Valpaços",0.67568
1713,"1181713","Vila Pouca de Aguiar",0.3125
411,"1180411","Vimioso",0.43333
412,"1180412","Vinhais",0.41667
101,"1610101","Águeda",0.04375
102,"1610102","Albergaria-a-Velha",0.15574
103,"1610103","Anadia",0.04286
105,"1610105","Aveiro",0.0824
108,"1610108","Estarreja",0.00899
110,"1610110","Ílhavo",0
111,"1610111","Mealhada",0.1
112,"1610112","Murtosa",0
114,"1610114","Oliveira do Bairro",0.02439
115,"1610115","Ovar",0.11125
117,"1610117","Sever do Vouga",0.77193
118,"1610118","Vagos",0.00559
602,"1620602","Cantanhede",0.00804
603,"1620603","Coimbra",0.85714
604,"1620604","Condeixa-a-Nova",0.92308
605,"1620605","Figueira da Foz",0.04032
608,"1620608","Mira",0
610,"1620610","Montemor-o-Velho",0.25
613,"1620613","Penacova",0.875
615,"1620615","Soure",0.11667
1004,"1631004","Batalha",0.5
1009,"1631009","Leiria",0.51607
1010,"1631010","Marinha Grande",0.5
1015,"1631015","Pombal",0.47287
1016,"1631016","Porto de Mós",0
1002,"1641002","Alvaiázere",0.1
1003,"1641003","Ansião",0
601,"1640601","Arganil",0.625
1007,"1641007","Castanheira de Pêra",0
1008,"1641008","Figueiró dos Vinhos",0
606,"1640606","Góis",1
607,"1640607","Lousã",0
609,"1640609","Miranda do Corvo",0.33333
611,"1640611","Oliveira do Hospital",0.26267
612,"1640612","Pampilhosa da Serra",0.66667
1013,"1641013","Pedrógão Grande",0
614,"1640614","Penela",0.05263
616,"1640616","Tábua",0.11111
617,"1640617","Vila Nova de Poiares",0
901,"1650901","Aguiar da Beira",0.12931
1802,"1651802","Carregal do Sal",0
1803,"1651803","Castro Daire",0.90526
1806,"1651806","Mangualde",0.12057
1808,"1651808","Mortágua",0.8
1809,"1651809","Nelas",0.09091
1810,"1651810","Oliveira de Frades",0.61856
1811,"1651811","Penalva do Castelo",0.5098
1814,"1651814","Santa Comba Dão",0.03448
1816,"1651816","São Pedro do Sul",0.84211
1817,"1651817","Sátão",0.4898
1821,"1651821","Tondela",0.62179
1822,"1651822","Vila Nova de Paiva",0.81818
1823,"1651823","Viseu",0.67
1824,"1651824","Vouzela",0.42857
1413,"1661413","Mação",0.2
506,"1660506","Oleiros",0.41667
508,"1660508","Proença-a-Nova",0.6
509,"1660509","Sertã",0.18182
510,"1660510","Vila de Rei",1
905,"1670905","Fornos de Algodres",0.21384
906,"1670906","Gouveia",0.41509
912,"1670912","Seia",0.19064
902,"1680902","Almeida",0.32258
903,"1680903","Celorico da Beira",0.22109
904,"1680904","Figueira de Castelo Rodrigo",0.04762
907,"1680907","Guarda",0.49632
908,"1680908","Manteigas",0.07407
909,"1680909","Mêda",0.19149
910,"1680910","Pinhel",0.09375
911,"1680911","Sabugal",0.49239
913,"1680913","Trancoso",0.11243
502,"1690502","Castelo Branco",0.17632
505,"1690505","Idanha-a-Nova",0.0641
507,"1690507","Penamacor",0.08837
511,"1690511","Vila Velha de Ródão",0.03448
501,"16A0501","Belmonte",0.02575
503,"16A0503","Covilhã",0.2955
