"Muni_ID","ID","Muni","1989","1999","2009"
1601,"1111601","Arcos de Valdevez","48","11","8"
1602,"1111602","Caminha","6","5","3"
1603,"1111603","Melgaço","1","0","0"
1604,"1111604","Monção","2","1","1"
1605,"1111605","Paredes de Coura","0","0","8"
1606,"1111606","Ponte da Barca","38","10","12"
1607,"1111607","Ponte de Lima","236","50","109"
1608,"1111608","Valença","2","0","0"
1609,"1111609","Viana do Castelo","110","42","41"
1610,"1111610","Vila Nova de Cerveira","1","0","1"
301,"1120301","Amares","53","22","31"
302,"1120302","Barcelos","19","18","15"
303,"1120303","Braga","10","9","9"
306,"1120306","Esposende","3","2","1"
310,"1120310","Terras de Bouro","18","6","3"
313,"1120313","Vila Verde","71","11","15"
307,"1130307","Fafe","30","7","0"
308,"1130308","Guimarães","8","5","4"
309,"1130309","Póvoa de Lanhoso","67","36","5"
1314,"1131314","Santo Tirso","0","0","1"
1318,"1131318","Trofa","0","0","0"
311,"1130311","Vieira do Minho","85","29","17"
312,"1130312","Vila Nova de Famalicão","0","0","1"
314,"1130314","Vizela","0","0","0"
107,"1140107","Espinho","0","0","2"
1304,"1141304","Gondomar","2","1","7"
1306,"1141306","Maia","0","0","0"
1308,"1141308","Matosinhos","0","0","1"
1312,"1141312","Porto","0","0","2"
1313,"1141313","Póvoa de Varzim","0","0","0"
1315,"1141315","Valongo","0","0","2"
1316,"1141316","Vila do Conde","0","0","0"
1317,"1141317","Vila Nova de Gaia","0","0","13"
1301,"1151301","Amarante","108","140","95"
1302,"1151302","Baião","189","100","43"
304,"1150304","Cabeceiras de Basto","458","133","77"
106,"1150106","Castelo de Paiva","7","46","36"
305,"1150305","Celorico de Basto","226","99","70"
1804,"1151804","Cinfães","121","36","69"
1303,"1151303","Felgueiras","1","0","1"
1305,"1151305","Lousada","0","0","1"
1307,"1151307","Marco de Canaveses","117","63","20"
1705,"1151705","Mondim de Basto","121","31","24"
1309,"1151309","Paços de Ferreira","0","0","0"
1310,"1151310","Paredes","0","2","1"
1311,"1151311","Penafiel","12","10","10"
1813,"1151813","Resende","230","18","41"
1709,"1151709","Ribeira de Pena","200","95","32"
104,"1160104","Arouca","62","83","50"
113,"1160113","Oliveira de Azeméis","6","0","0"
109,"1160109","Santa Maria da Feira","0","0","0"
116,"1160116","São João da Madeira","0","0","0"
119,"1160119","Vale de Cambra","0","2","0"
1701,"1171701","Alijó","926","1301","1066"
1801,"1171801","Armamar","812","598","664"
403,"1170403","Carrazeda de Ansiães","2074","1892","1702"
404,"1170404","Freixo de Espada à Cinta","2911","2815","2558"
1805,"1171805","Lamego","194","201","255"
1704,"1171704","Mesão Frio","42","49","17"
1807,"1171807","Moimenta da Beira","100","159","275"
1812,"1171812","Penedono","312","281","357"
1708,"1171708","Peso da Régua","125","190","255"
1710,"1171710","Sabrosa","523","648","513"
1711,"1171711","Santa Marta de Penaguião","252","236","213"
1815,"1171815","São João da Pesqueira","4023","2971","2657"
1818,"1171818","Sernancelhe","223","221","256"
1819,"1171819","Tabuaço","2037","1291","1130"
1820,"1171820","Tarouca","147","193","284"
409,"1170409","Torre de Moncorvo","4605","5720","5114"
410,"1170410","Vila Flor","3439","4866","4408"
914,"1170914","Vila Nova de Foz Côa","4820","4190","3797"
1714,"1171714","Vila Real","420","449","536"
401,"1180401","Alfândega da Fé","4571","5021","5969"
1702,"1181702","Boticas","8","24","13"
402,"1180402","Bragança","2106","2984","2949"
1703,"1181703","Chaves","362","448","435"
405,"1180405","Macedo de Cavaleiros","7475","8311","8659"
406,"1180406","Miranda do Douro","233","601","930"
407,"1180407","Mirandela","8932","12417","14181"
408,"1180408","Mogadouro","4077","5500","6447"
1706,"1181706","Montalegre","5","6","1"
1707,"1181707","Murça","714","1106","1273"
1712,"1181712","Valpaços","4068","4993","5344"
1713,"1181713","Vila Pouca de Aguiar","59","100","75"
411,"1180411","Vimioso","657","1732","2225"
412,"1180412","Vinhais","492","774","711"
101,"1610101","Águeda","4","4","7"
102,"1610102","Albergaria-a-Velha","0","0","0"
103,"1610103","Anadia","103","83","63"
105,"1610105","Aveiro","1","0","0"
108,"1610108","Estarreja","0","0","42"
110,"1610110","Ílhavo","0","0","0"
111,"1610111","Mealhada","316","236","180"
112,"1610112","Murtosa","0","0","0"
114,"1610114","Oliveira do Bairro","1","1","7"
115,"1610115","Ovar","0","0","0"
117,"1610117","Sever do Vouga","0","0","1"
118,"1610118","Vagos","0","0","0"
602,"1620602","Cantanhede","170","246","290"
603,"1620603","Coimbra","599","523","365"
604,"1620604","Condeixa-a-Nova","883","788","538"
605,"1620605","Figueira da Foz","35","14","9"
608,"1620608","Mira","0","0","0"
610,"1620610","Montemor-o-Velho","242","110","149"
613,"1620613","Penacova","108","116","168"
615,"1620615","Soure","1184","1381","931"
1004,"1631004","Batalha","388","331","171"
1009,"1631009","Leiria","752","722","363"
1010,"1631010","Marinha Grande","1","0","2"
1015,"1631015","Pombal","850","1498","722"
1016,"1631016","Porto de Mós","1429","2030","966"
1002,"1641002","Alvaiázere","1239","1237","1016"
1003,"1641003","Ansião","2002","1837","1548"
601,"1640601","Arganil","443","495","326"
1007,"1641007","Castanheira de Pêra","10","40","49"
1008,"1641008","Figueiró dos Vinhos","152","259","188"
606,"1640606","Góis","52","89","47"
607,"1640607","Lousã","123","66","50"
609,"1640609","Miranda do Corvo","212","252","185"
611,"1640611","Oliveira do Hospital","724","786","748"
612,"1640612","Pampilhosa da Serra","190","184","277"
1013,"1641013","Pedrógão Grande","534","500","305"
614,"1640614","Penela","645","795","540"
616,"1640616","Tábua","702","541","417"
617,"1640617","Vila Nova de Poiares","46","60","67"
901,"1650901","Aguiar da Beira","47","47","115"
1802,"1651802","Carregal do Sal","117","452","256"
1803,"1651803","Castro Daire","17","40","46"
1806,"1651806","Mangualde","307","195","424"
1808,"1651808","Mortágua","21","24","52"
1809,"1651809","Nelas","236","311","592"
1810,"1651810","Oliveira de Frades","0","11","16"
1811,"1651811","Penalva do Castelo","119","296","367"
1814,"1651814","Santa Comba Dão","91","67","109"
1816,"1651816","São Pedro do Sul","5","68","92"
1817,"1651817","Sátão","22","86","178"
1821,"1651821","Tondela","75","128","409"
1822,"1651822","Vila Nova de Paiva","0","0","1"
1823,"1651823","Viseu","222","614","870"
1824,"1651824","Vouzela","13","24","78"
1413,"1661413","Mação","1652","1962","1032"
506,"1660506","Oleiros","1156","1928","738"
508,"1660508","Proença-a-Nova","3585","2973","2353"
509,"1660509","Sertã","2726","2568","1591"
510,"1660510","Vila de Rei","648","366","231"
905,"1670905","Fornos de Algodres","597","450","465"
906,"1670906","Gouveia","809","1063","995"
912,"1670912","Seia","1587","1801","1399"
902,"1680902","Almeida","278","251","285"
903,"1680903","Celorico da Beira","845","1063","820"
904,"1680904","Figueira de Castelo Rodrigo","4118","4554","4277"
907,"1680907","Guarda","1162","799","686"
908,"1680908","Manteigas","1","23","22"
909,"1680909","Mêda","2281","1818","1903"
910,"1680910","Pinhel","1850","2119","2361"
911,"1680911","Sabugal","507","413","312"
913,"1680913","Trancoso","665","1088","1302"
502,"1690502","Castelo Branco","15166","12022","8691"
505,"1690505","Idanha-a-Nova","7001","8065","6537"
507,"1690507","Penamacor","2865","3455","2947"
511,"1690511","Vila Velha de Ródão","3977","4021","2438"
501,"16A0501","Belmonte","252","412","428"
503,"16A0503","Covilhã","1155","1550","1237"
504,"16A0504","Fundão","4420","5560","4285"
1001,"16B1001","Alcobaça","748","495","267"
1101,"16B1101","Alenquer","113","82","75"
1102,"16B1102","Arruda dos Vinhos","5","12","14"
1005,"16B1005","Bombarral","2","3","1"
1104,"16B1104","Cadaval","19","37","39"
1006,"16B1006","Caldas da Rainha","33","56","46"
1108,"16B1108","Lourinhã","0","2","6"
1011,"16B1011","Nazaré","2","0","1"
1012,"16B1012","Óbidos","2","5","3"
1014,"16B1014","Peniche","0","0","0"
1112,"16B1112","Sobral de Monte Agraço","12","21","16"
1113,"16B1113","Torres Vedras","8","6","13"
1401,"16C1401","Abrantes","8007","7008","3417"
1402,"16C1402","Alcanena","2986","2719","2318"
1408,"16C1408","Constância","530","716","120"
1410,"16C1410","Entroncamento","41","28","18"
1411,"16C1411","Ferreira do Zêzere","2263","1719","1168"
1421,"16C1421","Ourém","3047","3012","1986"
1417,"16C1417","Sardoal","1005","1046","855"
1418,"16C1418","Tomar","4545","2961","2543"
1419,"16C1419","Torres Novas","4827","4142","3219"
1420,"16C1420","Vila Nova da Barquinha","358","189","94"
1115,"1711115","Amadora","0","0","9"
1105,"1711105","Cascais","1","0","45"
1106,"1711106","Lisboa","0","0","1"
1107,"1711107","Loures","285","130","146"
1109,"1711109","Mafra","9","7","15"
1116,"1711116","Odivelas","0","8","8"
1110,"1711110","Oeiras","0","2","6"
1111,"1711111","Sintra","3","32","13"
1114,"1711114","Vila Franca de Xira","206","69","31"
1502,"1721502","Alcochete","12","1","0"
1503,"1721503","Almada","7","9","8"
1504,"1721504","Barreiro","6","0","18"
1506,"1721506","Moita","6","8","1"
1507,"1721507","Montijo","106","84","94"
1508,"1721508","Palmela","207","131","88"
1510,"1721510","Seixal","11","1","19"
1511,"1721511","Sesimbra","4","8","8"
1512,"1721512","Setúbal","259","132","118"
1501,"1811501","Alcácer do Sal","1792","2484","2269"
1505,"1811505","Grândola","950","758","992"
211,"1810211","Odemira","689","1013","825"
1509,"1811509","Santiago do Cacém","982","991","3159"
1513,"1811513","Sines","5","7","10"
1201,"1821201","Alter do Chão","3247","3170","3284"
1202,"1821202","Arronches","2389","1947","1785"
1203,"1821203","Avis","5475","5101","7626"
1204,"1821204","Campo Maior","4030","4591","4127"
1205,"1821205","Castelo de Vide","1704","1817","1869"
1206,"1821206","Crato","3100","2660","2147"
1207,"1821207","Elvas","4988","4650","5460"
1208,"1821208","Fronteira","2884","3271","3065"
1209,"1821209","Gavião","3436","2516","942"
1210,"1821210","Marvão","1940","1749","1427"
1211,"1821211","Monforte","2537","1686","1691"
707,"1820707","Mora","2074","1338","1328"
1212,"1821212","Nisa","7168","5320","4094"
1213,"1821213","Ponte de Sor","3504","2945","2484"
1214,"1821214","Portalegre","5927","4657","3938"
701,"1830701","Alandroal","2659","2742","2371"
702,"1830702","Arraiolos","2323","1391","1180"
703,"1830703","Borba","1881","1278","1191"
704,"1830704","Estremoz","4801","5121","4291"
705,"1830705","Évora","3872","3248","3353"
706,"1830706","Montemor-o-Novo","3066","2627","2521"
708,"1830708","Mourão","2762","1770","1420"
709,"1830709","Portel","5624","4097","4203"
710,"1830710","Redondo","2553","2613","2601"
711,"1830711","Reguengos de Monsaraz","3626","2667","2527"
1215,"1831215","Sousel","5711","4999","5568"
712,"1830712","Vendas Novas","184","157","115"
713,"1830713","Viana do Alentejo","1709","1092","1230"
714,"1830714","Vila Viçosa","1745","1217","1431"
201,"1840201","Aljustrel","819","750","3148"
202,"1840202","Almodôvar","826","593","548"
203,"1840203","Alvito","1126","1486","1518"
204,"1840204","Barrancos","847","912","661"
205,"1840205","Beja","3629","3872","10093"
206,"1840206","Castro Verde","423","549","1151"
207,"1840207","Cuba","746","989","1169"
208,"1840208","Ferreira do Alentejo","3667","2640","9850"
209,"1840209","Mértola","670","682","966"
210,"1840210","Moura","12697","15924","19304"
212,"1840212","Ourique","558","679","513"
213,"1840213","Serpa","18151","17630","23189"
214,"1840214","Vidigueira","2901","3685","5448"
1403,"1851403","Almeirim","168","111","53"
1404,"1851404","Alpiarça","61","64","58"
1103,"1851103","Azambuja","311","664","233"
1405,"1851405","Benavente","5","39","55"
1406,"1851406","Cartaxo","291","252","215"
1407,"1851407","Chamusca","1182","535","520"
1409,"1851409","Coruche","421","346","480"
1412,"1851412","Golegã","470","216","250"
1414,"1851414","Rio Maior","1505","1532","1053"
1415,"1851415","Salvaterra de Magos","152","42","25"
1416,"1851416","Santarém","11045","8145","5753"
801,"1500801","Albufeira","370","471","381"
802,"1500802","Alcoutim","250","607","1035"
803,"1500803","Aljezur","2","3","4"
804,"1500804","Castro Marim","326","414","761"
805,"1500805","Faro","418","556","475"
806,"1500806","Lagoa","193","143","69"
807,"1500807","Lagos","63","81","39"
808,"1500808","Loulé","2062","2803","2120"
809,"1500809","Monchique","156","109","65"
810,"1500810","Olhão","337","396","357"
811,"1500811","Portimão","508","142","114"
812,"1500812","São Brás de Alportel","491","444","554"
813,"1500813","Silves","918","1207","743"
814,"1500814","Tavira","1560","1222","1597"
815,"1500815","Vila do Bispo","1","3","1"
816,"1500816","Vila Real de Santo António","34","190","85"
