"Muni_ID","ID","Muni","1989","1999","2009"
1601,"1111601","Arcos de Valdevez","1","0","0"
1602,"1111602","Caminha","0","0","0"
1603,"1111603","Melgaço","3","0","0"
1604,"1111604","Monção","7","0","0"
1605,"1111605","Paredes de Coura","0","0","0"
1606,"1111606","Ponte da Barca","0","0","0"
1607,"1111607","Ponte de Lima","6","0","0"
1608,"1111608","Valença","1","0","0"
1609,"1111609","Viana do Castelo","3","0","0"
1610,"1111610","Vila Nova de Cerveira","3","0","0"
301,"1120301","Amares","4","0","0"
302,"1120302","Barcelos","2","0","0"
303,"1120303","Braga","7","0","0"
306,"1120306","Esposende","93","0","0"
310,"1120310","Terras de Bouro","0","0","0"
313,"1120313","Vila Verde","0","0","0"
307,"1130307","Fafe","0","0","0"
308,"1130308","Guimarães","18","0","0"
309,"1130309","Póvoa de Lanhoso","0","0","0"
1314,"1131314","Santo Tirso","7","0","0"
1318,"1131318","Trofa","0","0","0"
311,"1130311","Vieira do Minho","0","0","0"
312,"1130312","Vila Nova de Famalicão","33","0","0"
314,"1130314","Vizela","0","0","0"
107,"1140107","Espinho","0","0","0"
1304,"1141304","Gondomar","0","0","0"
1306,"1141306","Maia","0","0","0"
1308,"1141308","Matosinhos","0","0","0"
1312,"1141312","Porto","0","0","0"
1313,"1141313","Póvoa de Varzim","2","0","0"
1315,"1141315","Valongo","0","0","0"
1316,"1141316","Vila do Conde","1","0","0"
1317,"1141317","Vila Nova de Gaia","2","0","0"
1301,"1151301","Amarante","1","0","0"
1302,"1151302","Baião","0","0","0"
304,"1150304","Cabeceiras de Basto","0","0","0"
106,"1150106","Castelo de Paiva","0","0","0"
305,"1150305","Celorico de Basto","0","0","0"
1804,"1151804","Cinfães","6","0","0"
1303,"1151303","Felgueiras","0","0","0"
1305,"1151305","Lousada","0","0","0"
1307,"1151307","Marco de Canaveses","1","0","0"
1705,"1151705","Mondim de Basto","0","0","0"
1309,"1151309","Paços de Ferreira","0","0","0"
1310,"1151310","Paredes","1","0","0"
1311,"1151311","Penafiel","4","0","0"
1813,"1151813","Resende","0","0","0"
1709,"1151709","Ribeira de Pena","0","0","0"
104,"1160104","Arouca","3","0","0"
113,"1160113","Oliveira de Azeméis","0","0","0"
109,"1160109","Santa Maria da Feira","8","0","0"
116,"1160116","São João da Madeira","0","0","0"
119,"1160119","Vale de Cambra","4","0","0"
1701,"1171701","Alijó","28","17","1"
1801,"1171801","Armamar","18","0","0"
403,"1170403","Carrazeda de Ansiães","63","15","36"
404,"1170404","Freixo de Espada à Cinta","36","4","0"
1805,"1171805","Lamego","17","2","3"
1704,"1171704","Mesão Frio","0","0","0"
1807,"1171807","Moimenta da Beira","243","7","31"
1812,"1171812","Penedono","117","48","28"
1708,"1171708","Peso da Régua","0","5","0"
1710,"1171710","Sabrosa","0","8","0"
1711,"1171711","Santa Marta de Penaguião","0","0","0"
1815,"1171815","São João da Pesqueira","46","13","4"
1818,"1171818","Sernancelhe","375","36","32"
1819,"1171819","Tabuaço","15","0","2"
1820,"1171820","Tarouca","4","1","6"
409,"1170409","Torre de Moncorvo","51","31","1"
410,"1170410","Vila Flor","51","26","4"
914,"1170914","Vila Nova de Foz Côa","21","2","0"
1714,"1171714","Vila Real","19","32","9"
401,"1180401","Alfândega da Fé","56","32","2"
1702,"1181702","Boticas","35","27","4"
402,"1180402","Bragança","1394","1217","266"
1703,"1181703","Chaves","1972","778","133"
405,"1180405","Macedo de Cavaleiros","632","377","71"
406,"1180406","Miranda do Douro","647","452","79"
407,"1180407","Mirandela","196","151","27"
408,"1180408","Mogadouro","829","541","147"
1706,"1181706","Montalegre","252","185","91"
1707,"1181707","Murça","26","47","22"
1712,"1181712","Valpaços","1123","491","161"
1713,"1181713","Vila Pouca de Aguiar","46","88","57"
411,"1180411","Vimioso","368","297","86"
412,"1180412","Vinhais","673","590","168"
101,"1610101","Águeda","21","67","39"
102,"1610102","Albergaria-a-Velha","10","41","20"
103,"1610103","Anadia","36","58","9"
105,"1610105","Aveiro","30","38","26"
108,"1610108","Estarreja","5","4","1"
110,"1610110","Ílhavo","8","3","5"
111,"1610111","Mealhada","90","40","15"
112,"1610112","Murtosa","3","1","0"
114,"1610114","Oliveira do Bairro","15","62","23"
115,"1610115","Ovar","0","3","3"
117,"1610117","Sever do Vouga","1","1","3"
118,"1610118","Vagos","26","16","33"
602,"1620602","Cantanhede","160","158","56"
603,"1620603","Coimbra","55","31","3"
604,"1620604","Condeixa-a-Nova","4","6","3"
605,"1620605","Figueira da Foz","38","20","2"
608,"1620608","Mira","96","18","5"
610,"1620610","Montemor-o-Velho","63","12","16"
613,"1620613","Penacova","4","7","13"
615,"1620615","Soure","27","14","2"
1004,"1631004","Batalha","1","1","4"
1009,"1631009","Leiria","31","47","33"
1010,"1631010","Marinha Grande","0","3","1"
