"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez",0.58696
1602,"1111602","Caminha",1
1603,"1111603","Melgaço",0.96859
1604,"1111604","Monção",0.91681
1605,"1111605","Paredes de Coura",0
1606,"1111606","Ponte da Barca",0.80769
1607,"1111607","Ponte de Lima",0.87059
1608,"1111608","Valença",0.22222
1609,"1111609","Viana do Castelo",0.4
1610,"1111610","Vila Nova de Cerveira",0
301,"1120301","Amares",0.03846
302,"1120302","Barcelos",0.47368
303,"1120303","Braga",0.58879
306,"1120306","Esposende",0.5
310,"1120310","Terras de Bouro",0
313,"1120313","Vila Verde",0.16667
307,"1130307","Fafe",0.4
308,"1130308","Guimarães",0.54545
309,"1130309","Póvoa de Lanhoso",0.5082
1314,"1131314","Santo Tirso",0.16667
1318,"1131318","Trofa",0.26316
311,"1130311","Vieira do Minho",0.6
312,"1130312","Vila Nova de Famalicão",0.4661
314,"1130314","Vizela",0.875
107,"1140107","Espinho",0
1304,"1141304","Gondomar",0.42857
1306,"1141306","Maia",0.14286
1308,"1141308","Matosinhos",0
1312,"1141312","Porto",0
1313,"1141313","Póvoa de Varzim",0.33333
1315,"1141315","Valongo",0.33333
1316,"1141316","Vila do Conde",0.16667
1317,"1141317","Vila Nova de Gaia",0
1301,"1151301","Amarante",0.78491
1302,"1151302","Baião",0.08333
304,"1150304","Cabeceiras de Basto",0.09091
106,"1150106","Castelo de Paiva",0.72174
305,"1150305","Celorico de Basto",0.59716
1804,"1151804","Cinfães",0.625
1303,"1151303","Felgueiras",0.79333
1305,"1151305","Lousada",0.87879
1307,"1151307","Marco de Canaveses",0.30065
1705,"1151705","Mondim de Basto",0.98485
1309,"1151309","Paços de Ferreira",0.85
1310,"1151310","Paredes",0.45455
1311,"1151311","Penafiel",0.70103
1813,"1151813","Resende",0.44643
1709,"1151709","Ribeira de Pena",0.96104
104,"1160104","Arouca",0.9
113,"1160113","Oliveira de Azeméis",0
109,"1160109","Santa Maria da Feira",0
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0.92857
1701,"1171701","Alijó",0.05505
1801,"1171801","Armamar",0.5
