"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez",0.0203
1602,"1111602","Caminha",0.0104
1603,"1111603","Melgaço",0.4226
1604,"1111604","Monção",0.3962
1605,"1111605","Paredes de Coura",0
1606,"1111606","Ponte da Barca",0.0641
1607,"1111607","Ponte de Lima",0.0317
1608,"1111608","Valença",0.0266
1609,"1111609","Viana do Castelo",0.0075
1610,"1111610","Vila Nova de Cerveira",0.0033
301,"1120301","Amares",0.027
302,"1120302","Barcelos",0.0146
303,"1120303","Braga",0.0382
306,"1120306","Esposende",0.0017
310,"1120310","Terras de Bouro",0.0093
313,"1120313","Vila Verde",0.0256
307,"1130307","Fafe",0.0504
308,"1130308","Guimarães",0.0683
309,"1130309","Póvoa de Lanhoso",0.0528
1314,"1131314","Santo Tirso",0.0391
1318,"1131318","Trofa",0.0147
311,"1130311","Vieira do Minho",0.0025
312,"1130312","Vila Nova de Famalicão",0.0315
314,"1130314","Vizela",0.0819
107,"1140107","Espinho",0
1304,"1141304","Gondomar",0.0083
1306,"1141306","Maia",0.0045
1308,"1141308","Matosinhos",0
1312,"1141312","Porto",0
1313,"1141313","Póvoa de Varzim",0.0011
1315,"1141315","Valongo",0.0181
1316,"1141316","Vila do Conde",0.0023
1317,"1141317","Vila Nova de Gaia",0.0094
1301,"1151301","Amarante",0.1242
1302,"1151302","Baião",0.0277
304,"1150304","Cabeceiras de Basto",0.0346
106,"1150106","Castelo de Paiva",0.1638
305,"1150305","Celorico de Basto",0.1245
1804,"1151804","Cinfães",0.0506
1303,"1151303","Felgueiras",0.0976
1305,"1151305","Lousada",0.0509
1307,"1151307","Marco de Canaveses",0.1194
1705,"1151705","Mondim de Basto",0.1887
1309,"1151309","Paços de Ferreira",0.0272
1310,"1151310","Paredes",0.0194
1311,"1151311","Penafiel",0.0624
1813,"1151813","Resende",0.0684
1709,"1151709","Ribeira de Pena",0.0435
104,"1160104","Arouca",0.0064
113,"1160113","Oliveira de Azeméis",0
109,"1160109","Santa Maria da Feira",0
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0.0224
1701,"1171701","Alijó",0.4168
1801,"1171801","Armamar",0.0031
403,"1170403","Carrazeda de Ansiães",0.0426
404,"1170404","Freixo de Espada à Cinta",0.2716
1805,"1171805","Lamego",0.0306
1704,"1171704","Mesão Frio",0.4615
1807,"1171807","Moimenta da Beira",0
1812,"1171812","Penedono",0
1708,"1171708","Peso da Régua",0.4021
1710,"1171710","Sabrosa",0.206
1711,"1171711","Santa Marta de Penaguião",0.6358
1815,"1171815","São João da Pesqueira",0.1523
1818,"1171818","Sernancelhe",0.0099
1819,"1171819","Tabuaço",0.032
1820,"1171820","Tarouca",0.0034
409,"1170409","Torre de Moncorvo",0.1048
410,"1170410","Vila Flor",0.0672
914,"1170914","Vila Nova de Foz Côa",0.8199
1714,"1171714","Vila Real",0.0076
401,"1180401","Alfândega da Fé",0.0054
1702,"1181702","Boticas",0
402,"1180402","Bragança",0
