"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez",0
1602,"1111602","Caminha",0
1603,"1111603","Melgaço",0
1604,"1111604","Monção",0
1605,"1111605","Paredes de Coura",0
1606,"1111606","Ponte da Barca",0
1607,"1111607","Ponte de Lima",9e-04
1608,"1111608","Valença",0
1609,"1111609","Viana do Castelo",0
1610,"1111610","Vila Nova de Cerveira",0.0076
301,"1120301","Amares",0.0032
302,"1120302","Barcelos",1e-04
303,"1120303","Braga",7e-04
306,"1120306","Esposende",0
310,"1120310","Terras de Bouro",0
313,"1120313","Vila Verde",7e-04
307,"1130307","Fafe",0
308,"1130308","Guimarães",0.0011
309,"1130309","Póvoa de Lanhoso",9e-04
1314,"1131314","Santo Tirso",0
1318,"1131318","Trofa",8e-04
311,"1130311","Vieira do Minho",5e-04
312,"1130312","Vila Nova de Famalicão",8e-04
314,"1130314","Vizela",0.007
107,"1140107","Espinho",0
1304,"1141304","Gondomar",0.0013
1306,"1141306","Maia",0
1308,"1141308","Matosinhos",0
1312,"1141312","Porto",0
1313,"1141313","Póvoa de Varzim",0
1315,"1141315","Valongo",0.002
1316,"1141316","Vila do Conde",0
1317,"1141317","Vila Nova de Gaia",0
1301,"1151301","Amarante",0.0026
1302,"1151302","Baião",0
304,"1150304","Cabeceiras de Basto",0
106,"1150106","Castelo de Paiva",0
305,"1150305","Celorico de Basto",6e-04
1804,"1151804","Cinfães",0.0022
1303,"1151303","Felgueiras",0.0039
1305,"1151305","Lousada",7e-04
1307,"1151307","Marco de Canaveses",0.0023
1705,"1151705","Mondim de Basto",0
1309,"1151309","Paços de Ferreira",0
1310,"1151310","Paredes",9e-04
1311,"1151311","Penafiel",0.0011
1813,"1151813","Resende",0.02
1709,"1151709","Ribeira de Pena",0
104,"1160104","Arouca",0.0019
113,"1160113","Oliveira de Azeméis",0
109,"1160109","Santa Maria da Feira",0
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0.0016
1701,"1171701","Alijó",0.0045
1801,"1171801","Armamar",0.0038
403,"1170403","Carrazeda de Ansiães",0
404,"1170404","Freixo de Espada à Cinta",7e-04
1805,"1171805","Lamego",0.0188
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",0.0013
1812,"1171812","Penedono",0
1708,"1171708","Peso da Régua",0
1710,"1171710","Sabrosa",0.0098
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",0
1818,"1171818","Sernancelhe",0.0102
1819,"1171819","Tabuaço",0.0109
1820,"1171820","Tarouca",0.0157
409,"1170409","Torre de Moncorvo",0.0072
410,"1170410","Vila Flor",0.0133
914,"1170914","Vila Nova de Foz Côa",0
1714,"1171714","Vila Real",0.0017
401,"1180401","Alfândega da Fé",0.0041
1702,"1181702","Boticas",0
402,"1180402","Bragança",0
1703,"1181703","Chaves",5e-04
405,"1180405","Macedo de Cavaleiros",0
406,"1180406","Miranda do Douro",0
407,"1180407","Mirandela",0.0242
408,"1180408","Mogadouro",0
1706,"1181706","Montalegre",0
1707,"1181707","Murça",0
1712,"1181712","Valpaços",0.0088
1713,"1181713","Vila Pouca de Aguiar",0.0011
411,"1180411","Vimioso",0
412,"1180412","Vinhais",4e-04
101,"1610101","Águeda",0.0027
102,"1610102","Albergaria-a-Velha",0
103,"1610103","Anadia",0.0016
105,"1610105","Aveiro",0
108,"1610108","Estarreja",0
110,"1610110","Ílhavo",0.0027
111,"1610111","Mealhada",0.0053
112,"1610112","Murtosa",0
114,"1610114","Oliveira do Bairro",0.0013
115,"1610115","Ovar",0
117,"1610117","Sever do Vouga",0.0197
118,"1610118","Vagos",0
602,"1620602","Cantanhede",0.0023
603,"1620603","Coimbra",0.0011
604,"1620604","Condeixa-a-Nova",0.0024
605,"1620605","Figueira da Foz",2e-04
608,"1620608","Mira",0.0036
610,"1620610","Montemor-o-Velho",2e-04
613,"1620613","Penacova",0
615,"1620615","Soure",0
1004,"1631004","Batalha",0.0051
1009,"1631009","Leiria",0.0047
1010,"1631010","Marinha Grande",0
1015,"1631015","Pombal",7e-04
1016,"1631016","Porto de Mós",0.0058
1002,"1641002","Alvaiázere",0
1003,"1641003","Ansião",0
601,"1640601","Arganil",0
1007,"1641007","Castanheira de Pêra",0
1008,"1641008","Figueiró dos Vinhos",0
606,"1640606","Góis",0
607,"1640607","Lousã",0
609,"1640609","Miranda do Corvo",0
611,"1640611","Oliveira do Hospital",0.0044
612,"1640612","Pampilhosa da Serra",0
1013,"1641013","Pedrógão Grande",0
614,"1640614","Penela",0
616,"1640616","Tábua",0
617,"1640617","Vila Nova de Poiares",0
901,"1650901","Aguiar da Beira",0
1802,"1651802","Carregal do Sal",0
1803,"1651803","Castro Daire",0.0014
1806,"1651806","Mangualde",0.0079
1808,"1651808","Mortágua",0
1809,"1651809","Nelas",0.0113
1810,"1651810","Oliveira de Frades",0.0012
1811,"1651811","Penalva do Castelo",0
1814,"1651814","Santa Comba Dão",0.0036
1816,"1651816","São Pedro do Sul",5e-04
1817,"1651817","Sátão",0
1821,"1651821","Tondela",0.0024
1822,"1651822","Vila Nova de Paiva",0
1823,"1651823","Viseu",0.0039
1824,"1651824","Vouzela",0
1413,"1661413","Mação",0.0068
506,"1660506","Oleiros",0.0097
508,"1660508","Proença-a-Nova",0
509,"1660509","Sertã",0
510,"1660510","Vila de Rei",0
905,"1670905","Fornos de Algodres",0.0058
906,"1670906","Gouveia",0.0033
912,"1670912","Seia",0
902,"1680902","Almeida",0.0301
903,"1680903","Celorico da Beira",6e-04
904,"1680904","Figueira de Castelo Rodrigo",0.1424
907,"1680907","Guarda",0.0058
908,"1680908","Manteigas",0
909,"1680909","Mêda",0
910,"1680910","Pinhel",0.0748
911,"1680911","Sabugal",4e-04
913,"1680913","Trancoso",0.001
502,"1690502","Castelo Branco",0.0102
505,"1690505","Idanha-a-Nova",0.0026
507,"1690507","Penamacor",0.003
511,"1690511","Vila Velha de Ródão",0
501,"16A0501","Belmonte",0.0084
503,"16A0503","Covilhã",0.0139
504,"16A0504","Fundão",0.02
1001,"16B1001","Alcobaça",0.0134
1101,"16B1101","Alenquer",0.1097
1102,"16B1102","Arruda dos Vinhos",0
1005,"16B1005","Bombarral",0.0465
1104,"16B1104","Cadaval",0.0174
1006,"16B1006","Caldas da Rainha",0.006
1108,"16B1108","Lourinhã",0.0065
1011,"16B1011","Nazaré",0.0016
1012,"16B1012","Óbidos",0.0224
1014,"16B1014","Peniche",0
1112,"16B1112","Sobral de Monte Agraço",0
1113,"16B1113","Torres Vedras",0.0126
1401,"16C1401","Abrantes",0.0017
1402,"16C1402","Alcanena",0.0402
1408,"16C1408","Constância",0.0036
1410,"16C1410","Entroncamento",0
1411,"16C1411","Ferreira do Zêzere",0.0767
1421,"16C1421","Ourém",0
1417,"16C1417","Sardoal",0.0319
1418,"16C1418","Tomar",0.0059
1419,"16C1419","Torres Novas",0.004
1420,"16C1420","Vila Nova da Barquinha",0
1115,"1711115","Amadora",0
1105,"1711105","Cascais",0
1106,"1711106","Lisboa",0
1107,"1711107","Loures",0.0018
1109,"1711109","Mafra",0.0083
1116,"1711116","Odivelas",0
1110,"1711110","Oeiras",0
1111,"1711111","Sintra",0.0027
1114,"1711114","Vila Franca de Xira",3e-04
1502,"1721502","Alcochete",0
1503,"1721503","Almada",0.0166
1504,"1721504","Barreiro",0
1506,"1721506","Moita",0.0048
1507,"1721507","Montijo",0.0014
1508,"1721508","Palmela",0.0074
1510,"1721510","Seixal",0.02
1511,"1721511","Sesimbra",0.0257
1512,"1721512","Setúbal",0.0485
1501,"1811501","Alcácer do Sal",1e-04
1505,"1811505","Grândola",0.0158
211,"1810211","Odemira",0.0101
1509,"1811509","Santiago do Cacém",0.0015
1513,"1811513","Sines",0.0061
1201,"1821201","Alter do Chão",0
1202,"1821202","Arronches",0
1203,"1821203","Avis",0
1204,"1821204","Campo Maior",0.013
1205,"1821205","Castelo de Vide",0
1206,"1821206","Crato",0
1207,"1821207","Elvas",0.0152
1208,"1821208","Fronteira",0
1209,"1821209","Gavião",0
1210,"1821210","Marvão",0
1211,"1821211","Monforte",0
707,"1820707","Mora",0
1212,"1821212","Nisa",0
1213,"1821213","Ponte de Sor",8e-04
1214,"1821214","Portalegre",0.005
701,"1830701","Alandroal",0.001
702,"1830702","Arraiolos",0
703,"1830703","Borba",0.0707
704,"1830704","Estremoz",0.0288
705,"1830705","Évora",0.001
706,"1830706","Montemor-o-Novo",0.0033
708,"1830708","Mourão",0
709,"1830709","Portel",8e-04
710,"1830710","Redondo",3e-04
711,"1830711","Reguengos de Monsaraz",4e-04
1215,"1831215","Sousel",0.006
712,"1830712","Vendas Novas",0.002
713,"1830713","Viana do Alentejo",0
714,"1830714","Vila Viçosa",0.0303
201,"1840201","Aljustrel",0
202,"1840202","Almodôvar",0.0034
203,"1840203","Alvito",0
204,"1840204","Barrancos",0.1111
205,"1840205","Beja",2e-04
206,"1840206","Castro Verde",0
207,"1840207","Cuba",0.0026
208,"1840208","Ferreira do Alentejo",0.0036
209,"1840209","Mértola",0.0021
210,"1840210","Moura",4e-04
212,"1840212","Ourique",0
213,"1840213","Serpa",0.0038
214,"1840214","Vidigueira",4e-04
1403,"1851403","Almeirim",0.0161
1404,"1851404","Alpiarça",0.0066
1103,"1851103","Azambuja",0.0016
1405,"1851405","Benavente",5e-04
1406,"1851406","Cartaxo",0.0026
1407,"1851407","Chamusca",4e-04
1409,"1851409","Coruche",0.0054
1412,"1851412","Golegã",0
1414,"1851414","Rio Maior",6e-04
1415,"1851415","Salvaterra de Magos",0
1416,"1851416","Santarém",8e-04
801,"1500801","Albufeira",0.024
802,"1500802","Alcoutim",0.02
803,"1500803","Aljezur",0.0017
804,"1500804","Castro Marim",0.1529
805,"1500805","Faro",0.0122
806,"1500806","Lagoa",0.0181
807,"1500807","Lagos",0.027
808,"1500808","Loulé",0.0165
809,"1500809","Monchique",0.0214
810,"1500810","Olhão",0.0854
811,"1500811","Portimão",0.0467
812,"1500812","São Brás de Alportel",0
813,"1500813","Silves",0.0065
814,"1500814","Tavira",0.03
815,"1500815","Vila do Bispo",0.0164
816,"1500816","Vila Real de Santo António",0.1204
