"Muni_ID","ID","Muni","1989","1999","2009"
1601,"1111601","Arcos de Valdevez","217","64","16"
1602,"1111602","Caminha","42","7","3"
1603,"1111603","Melgaço","160","47","9"
1604,"1111604","Monção","72","45","21"
1605,"1111605","Paredes de Coura","58","11","2"
1606,"1111606","Ponte da Barca","107","60","6"
1607,"1111607","Ponte de Lima","198","78","24"
1608,"1111608","Valença","31","9","4"
1609,"1111609","Viana do Castelo","128","42","15"
1610,"1111610","Vila Nova de Cerveira","23","3","1"
301,"1120301","Amares","70","32","8"
302,"1120302","Barcelos","129","29","9"
303,"1120303","Braga","239","51","10"
306,"1120306","Esposende","43","4","2"
310,"1120310","Terras de Bouro","56","40","5"
313,"1120313","Vila Verde","281","97","28"
307,"1130307","Fafe","414","139","31"
308,"1130308","Guimarães","501","98","40"
309,"1130309","Póvoa de Lanhoso","216","49","17"
1314,"1131314","Santo Tirso","139","39","8"
1318,"1131318","Trofa","0","5","1"
311,"1130311","Vieira do Minho","202","29","16"
312,"1130312","Vila Nova de Famalicão","154","16","5"
314,"1130314","Vizela","0","10","0"
107,"1140107","Espinho","0","0","0"
1304,"1141304","Gondomar","34","5","5"
1306,"1141306","Maia","8","2","0"
1308,"1141308","Matosinhos","3","0","0"
1312,"1141312","Porto","0","0","0"
1313,"1141313","Póvoa de Varzim","10","1","0"
1315,"1141315","Valongo","15","3","1"
1316,"1141316","Vila do Conde","11","1","0"
1317,"1141317","Vila Nova de Gaia","19","1","1"
1301,"1151301","Amarante","406","78","11"
1302,"1151302","Baião","377","153","53"
304,"1150304","Cabeceiras de Basto","327","72","62"
106,"1150106","Castelo de Paiva","86","22","3"
305,"1150305","Celorico de Basto","265","88","13"
1804,"1151804","Cinfães","386","107","34"
1303,"1151303","Felgueiras","167","23","3"
1305,"1151305","Lousada","143","27","3"
1307,"1151307","Marco de Canaveses","550","205","49"
1705,"1151705","Mondim de Basto","103","58","10"
1309,"1151309","Paços de Ferreira","72","14","1"
1310,"1151310","Paredes","176","55","7"
1311,"1151311","Penafiel","425","159","29"
1813,"1151813","Resende","292","80","44"
1709,"1151709","Ribeira de Pena","232","52","26"
104,"1160104","Arouca","154","92","26"
113,"1160113","Oliveira de Azeméis","23","10","0"
109,"1160109","Santa Maria da Feira","47","3","1"
116,"1160116","São João da Madeira","2","0","0"
119,"1160119","Vale de Cambra","107","53","5"
1701,"1171701","Alijó","247","47","23"
1801,"1171801","Armamar","116","17","1"
403,"1170403","Carrazeda de Ansiães","371","259","98"
404,"1170404","Freixo de Espada à Cinta","69","29","21"
1805,"1171805","Lamego","461","96","16"
1704,"1171704","Mesão Frio","1","0","0"
1807,"1171807","Moimenta da Beira","1590","340","100"
1812,"1171812","Penedono","1109","374","100"
1708,"1171708","Peso da Régua","4","3","0"
1710,"1171710","Sabrosa","74","24","9"
1711,"1171711","Santa Marta de Penaguião","3","1","0"
1815,"1171815","São João da Pesqueira","215","100","31"
1818,"1171818","Sernancelhe","1251","450","151"
1819,"1171819","Tabuaço","412","68","36"
1820,"1171820","Tarouca","334","73","22"
409,"1170409","Torre de Moncorvo","394","209","104"
410,"1170410","Vila Flor","303","95","16"
914,"1170914","Vila Nova de Foz Côa","105","15","6"
1714,"1171714","Vila Real","393","136","31"
401,"1180401","Alfândega da Fé","382","74","4"
1702,"1181702","Boticas","1655","1003","704"
402,"1180402","Bragança","12587","5667","1626"
1703,"1181703","Chaves","8610","5589","3365"
405,"1180405","Macedo de Cavaleiros","2945","1422","504"
406,"1180406","Miranda do Douro","139","286","239"
