"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez","1"
1602,"1111602","Caminha","0"
1603,"1111603","Melgaço","0"
1604,"1111604","Monção","0"
1605,"1111605","Paredes de Coura","1"
1606,"1111606","Ponte da Barca","1"
1607,"1111607","Ponte de Lima","13"
1608,"1111608","Valença","2"
1609,"1111609","Viana do Castelo","13"
1610,"1111610","Vila Nova de Cerveira","1"
301,"1120301","Amares","7"
302,"1120302","Barcelos","25"
303,"1120303","Braga","5"
306,"1120306","Esposende","42"
310,"1120310","Terras de Bouro","0"
313,"1120313","Vila Verde","2"
307,"1130307","Fafe","2"
308,"1130308","Guimarães","26"
309,"1130309","Póvoa de Lanhoso","0"
1314,"1131314","Santo Tirso","17"
1318,"1131318","Trofa","5"
311,"1130311","Vieira do Minho","0"
312,"1130312","Vila Nova de Famalicão","45"
314,"1130314","Vizela","0"
107,"1140107","Espinho","0"
1304,"1141304","Gondomar","9"
1306,"1141306","Maia","4"
1308,"1141308","Matosinhos","2"
1312,"1141312","Porto","0"
1313,"1141313","Póvoa de Varzim","177"
1315,"1141315","Valongo","3"
1316,"1141316","Vila do Conde","9"
1317,"1141317","Vila Nova de Gaia","3"
1301,"1151301","Amarante","6"
1302,"1151302","Baião","0"
304,"1150304","Cabeceiras de Basto","0"
106,"1150106","Castelo de Paiva","1"
305,"1150305","Celorico de Basto","1"
1804,"1151804","Cinfães","1"
1303,"1151303","Felgueiras","4"
1305,"1151305","Lousada","1"
1307,"1151307","Marco de Canaveses","1"
1705,"1151705","Mondim de Basto","1"
1309,"1151309","Paços de Ferreira","1"
1310,"1151310","Paredes","1"
1311,"1151311","Penafiel","4"
1813,"1151813","Resende","0"
1709,"1151709","Ribeira de Pena","0"
104,"1160104","Arouca","2"
113,"1160113","Oliveira de Azeméis","9"
109,"1160109","Santa Maria da Feira","1"
116,"1160116","São João da Madeira","0"
119,"1160119","Vale de Cambra","0"
1701,"1171701","Alijó","1"
1801,"1171801","Armamar","0"
403,"1170403","Carrazeda de Ansiães","0"
404,"1170404","Freixo de Espada à Cinta","0"
1805,"1171805","Lamego","2"
1704,"1171704","Mesão Frio","0"
1807,"1171807","Moimenta da Beira","2"
1812,"1171812","Penedono","0"
1708,"1171708","Peso da Régua","0"
1710,"1171710","Sabrosa","2"
1711,"1171711","Santa Marta de Penaguião","0"
1815,"1171815","São João da Pesqueira","0"
1818,"1171818","Sernancelhe","0"
1819,"1171819","Tabuaço","0"
1820,"1171820","Tarouca","1"
409,"1170409","Torre de Moncorvo","0"
410,"1170410","Vila Flor","3"
914,"1170914","Vila Nova de Foz Côa","0"
1714,"1171714","Vila Real","9"
401,"1180401","Alfândega da Fé","1"
1702,"1181702","Boticas","0"
402,"1180402","Bragança","1"
1703,"1181703","Chaves","4"
405,"1180405","Macedo de Cavaleiros","1"
406,"1180406","Miranda do Douro","0"
407,"1180407","Mirandela","14"
408,"1180408","Mogadouro","0"
1706,"1181706","Montalegre","0"
1707,"1181707","Murça","2"
1712,"1181712","Valpaços","1"
1713,"1181713","Vila Pouca de Aguiar","2"
411,"1180411","Vimioso","0"
412,"1180412","Vinhais","0"
101,"1610101","Águeda","2"
102,"1610102","Albergaria-a-Velha","0"
103,"1610103","Anadia","1"
105,"1610105","Aveiro","12"
108,"1610108","Estarreja","1"
110,"1610110","Ílhavo","1"
111,"1610111","Mealhada","1"
112,"1610112","Murtosa","21"
114,"1610114","Oliveira do Bairro","9"
115,"1610115","Ovar","1"
117,"1610117","Sever do Vouga","0"
118,"1610118","Vagos","27"
602,"1620602","Cantanhede","12"
603,"1620603","Coimbra","51"
604,"1620604","Condeixa-a-Nova","0"
605,"1620605","Figueira da Foz","1"
608,"1620608","Mira","2"
610,"1620610","Montemor-o-Velho","32"
613,"1620613","Penacova","1"
615,"1620615","Soure","0"
1004,"1631004","Batalha","13"
1009,"1631009","Leiria","20"
1010,"1631010","Marinha Grande","0"
1015,"1631015","Pombal","22"
1016,"1631016","Porto de Mós","5"
1002,"1641002","Alvaiázere","0"
1003,"1641003","Ansião","1"
601,"1640601","Arganil","0"
1007,"1641007","Castanheira de Pêra","0"
1008,"1641008","Figueiró dos Vinhos","0"
606,"1640606","Góis","0"
607,"1640607","Lousã","2"
609,"1640609","Miranda do Corvo","1"
611,"1640611","Oliveira do Hospital","0"
612,"1640612","Pampilhosa da Serra","0"
1013,"1641013","Pedrógão Grande","0"
614,"1640614","Penela","0"
616,"1640616","Tábua","1"
617,"1640617","Vila Nova de Poiares","0"
901,"1650901","Aguiar da Beira","0"
1802,"1651802","Carregal do Sal","3"
1803,"1651803","Castro Daire","0"
1806,"1651806","Mangualde","4"
1808,"1651808","Mortágua","0"
1809,"1651809","Nelas","0"
1810,"1651810","Oliveira de Frades","0"
1811,"1651811","Penalva do Castelo","0"
1814,"1651814","Santa Comba Dão","0"
1816,"1651816","São Pedro do Sul","11"
1817,"1651817","Sátão","2"
1821,"1651821","Tondela","3"
1822,"1651822","Vila Nova de Paiva","0"
1823,"1651823","Viseu","5"
1824,"1651824","Vouzela","0"
1413,"1661413","Mação","0"
506,"1660506","Oleiros","0"
508,"1660508","Proença-a-Nova","0"
509,"1660509","Sertã","0"
510,"1660510","Vila de Rei","0"
905,"1670905","Fornos de Algodres","0"
906,"1670906","Gouveia","1"
912,"1670912","Seia","0"
902,"1680902","Almeida","0"
903,"1680903","Celorico da Beira","0"
904,"1680904","Figueira de Castelo Rodrigo","0"
907,"1680907","Guarda","0"
908,"1680908","Manteigas","0"
909,"1680909","Mêda","0"
910,"1680910","Pinhel","0"
911,"1680911","Sabugal","0"
913,"1680913","Trancoso","0"
502,"1690502","Castelo Branco","0"
505,"1690505","Idanha-a-Nova","0"
507,"1690507","Penamacor","0"
511,"1690511","Vila Velha de Ródão","0"
501,"16A0501","Belmonte","0"
503,"16A0503","Covilhã","1"
504,"16A0504","Fundão","0"
1001,"16B1001","Alcobaça","19"
1101,"16B1101","Alenquer","2"
1102,"16B1102","Arruda dos Vinhos","1"
1005,"16B1005","Bombarral","5"
1104,"16B1104","Cadaval","2"
1006,"16B1006","Caldas da Rainha","13"
1108,"16B1108","Lourinhã","92"
1011,"16B1011","Nazaré","5"
1012,"16B1012","Óbidos","24"
1014,"16B1014","Peniche","60"
1112,"16B1112","Sobral de Monte Agraço","5"
1113,"16B1113","Torres Vedras","696"
1401,"16C1401","Abrantes","2"
1402,"16C1402","Alcanena","0"
1408,"16C1408","Constância","0"
1410,"16C1410","Entroncamento","15"
1411,"16C1411","Ferreira do Zêzere","4"
1421,"16C1421","Ourém","4"
1417,"16C1417","Sardoal","0"
1418,"16C1418","Tomar","1"
1419,"16C1419","Torres Novas","7"
1420,"16C1420","Vila Nova da Barquinha","6"
1115,"1711115","Amadora","0"
1105,"1711105","Cascais","6"
1106,"1711106","Lisboa","0"
1107,"1711107","Loures","33"
1109,"1711109","Mafra","332"
1116,"1711116","Odivelas","1"
1110,"1711110","Oeiras","0"
1111,"1711111","Sintra","46"
1114,"1711114","Vila Franca de Xira","3"
1502,"1721502","Alcochete","0"
1503,"1721503","Almada","3"
1504,"1721504","Barreiro","1"
1506,"1721506","Moita","1"
1507,"1721507","Montijo","4"
1508,"1721508","Palmela","19"
1510,"1721510","Seixal","0"
