"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez",1
1602,"1111602","Caminha",1
1603,"1111603","Melgaço",0.79365
1604,"1111604","Monção",1
1605,"1111605","Paredes de Coura",1
1606,"1111606","Ponte da Barca",1
1607,"1111607","Ponte de Lima",1
1608,"1111608","Valença",1
1609,"1111609","Viana do Castelo",1
1610,"1111610","Vila Nova de Cerveira",1
301,"1120301","Amares",1
302,"1120302","Barcelos",0.82979
303,"1120303","Braga",1
306,"1120306","Esposende",0.22222
310,"1120310","Terras de Bouro",1
313,"1120313","Vila Verde",1
307,"1130307","Fafe",0.98214
308,"1130308","Guimarães",0.83857
309,"1130309","Póvoa de Lanhoso",1
1314,"1131314","Santo Tirso",0.82278
1318,"1131318","Trofa",0.25161
311,"1130311","Vieira do Minho",0.96
312,"1130312","Vila Nova de Famalicão",0.75221
314,"1130314","Vizela",1
107,"1140107","Espinho",0.68421
1304,"1141304","Gondomar",0.99045
1306,"1141306","Maia",0.56
1308,"1141308","Matosinhos",0.58065
1312,"1141312","Porto",0
1313,"1141313","Póvoa de Varzim",0.86275
1315,"1141315","Valongo",0.98071
1316,"1141316","Vila do Conde",0.02381
1317,"1141317","Vila Nova de Gaia",0.61029
1301,"1151301","Amarante",1
1302,"1151302","Baião",1
304,"1150304","Cabeceiras de Basto",1
106,"1150106","Castelo de Paiva",1
305,"1150305","Celorico de Basto",0.81443
1804,"1151804","Cinfães",1
1303,"1151303","Felgueiras",0.87037
1305,"1151305","Lousada",0.86441
1307,"1151307","Marco de Canaveses",1
1705,"1151705","Mondim de Basto",1
1309,"1151309","Paços de Ferreira",0.94444
1310,"1151310","Paredes",0.97688
1311,"1151311","Penafiel",0.95402
1813,"1151813","Resende",1
1709,"1151709","Ribeira de Pena",0.78788
104,"1160104","Arouca",1
113,"1160113","Oliveira de Azeméis",0.33333
109,"1160109","Santa Maria da Feira",0.8
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0
1701,"1171701","Alijó",1
1801,"1171801","Armamar",0.34834
403,"1170403","Carrazeda de Ansiães",0.88672
404,"1170404","Freixo de Espada à Cinta",1
1805,"1171805","Lamego",0.59242
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",0.76545
1812,"1171812","Penedono",0.58476
1708,"1171708","Peso da Régua",0.5
1710,"1171710","Sabrosa",0.9023
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",0.60729
1818,"1171818","Sernancelhe",0.5526
1819,"1171819","Tabuaço",0.77757
1820,"1171820","Tarouca",0.90625
409,"1170409","Torre de Moncorvo",0.69231
410,"1170410","Vila Flor",0.71053
914,"1170914","Vila Nova de Foz Côa",1
1714,"1171714","Vila Real",0.86302
401,"1180401","Alfândega da Fé",0.5
1702,"1181702","Boticas",0.87072
402,"1180402","Bragança",0.60689
1703,"1181703","Chaves",0.99552
405,"1180405","Macedo de Cavaleiros",0.4375
406,"1180406","Miranda do Douro",0.75
407,"1180407","Mirandela",0.94161
408,"1180408","Mogadouro",0.92208
1706,"1181706","Montalegre",1
1707,"1181707","Murça",1
1712,"1181712","Valpaços",0.87648
1713,"1181713","Vila Pouca de Aguiar",0.85084
411,"1180411","Vimioso",1
412,"1180412","Vinhais",0.68447
101,"1610101","Águeda",0.69737
102,"1610102","Albergaria-a-Velha",1
103,"1610103","Anadia",0.08418
105,"1610105","Aveiro",0.15493
108,"1610108","Estarreja",0
110,"1610110","Ílhavo",0
111,"1610111","Mealhada",0.43716
112,"1610112","Murtosa",0
114,"1610114","Oliveira do Bairro",0.12041
115,"1610115","Ovar",1
117,"1610117","Sever do Vouga",1
118,"1610118","Vagos",0.01176
602,"1620602","Cantanhede",0.09942
603,"1620603","Coimbra",0.81846
604,"1620604","Condeixa-a-Nova",0.74603
605,"1620605","Figueira da Foz",0.54545
608,"1620608","Mira",0.04676
610,"1620610","Montemor-o-Velho",0.91008
613,"1620613","Penacova",0.90476
615,"1620615","Soure",0.46377
1004,"1631004","Batalha",1
1009,"1631009","Leiria",0.85
1010,"1631010","Marinha Grande",1
1015,"1631015","Pombal",0.90698
1016,"1631016","Porto de Mós",0
1002,"1641002","Alvaiázere",0
1003,"1641003","Ansião",0
601,"1640601","Arganil",1
1007,"1641007","Castanheira de Pêra",1
1008,"1641008","Figueiró dos Vinhos",0.875
606,"1640606","Góis",0.66667
607,"1640607","Lousã",0.88636
609,"1640609","Miranda do Corvo",1
611,"1640611","Oliveira do Hospital",0.96021
612,"1640612","Pampilhosa da Serra",0
1013,"1641013","Pedrógão Grande",1
614,"1640614","Penela",0.77273
616,"1640616","Tábua",0.6569
617,"1640617","Vila Nova de Poiares",0.70833
901,"1650901","Aguiar da Beira",0.26415
1802,"1651802","Carregal do Sal",0.77273
1803,"1651803","Castro Daire",0.93443
1806,"1651806","Mangualde",0.81919
1808,"1651808","Mortágua",0.85714
1809,"1651809","Nelas",0.48
1810,"1651810","Oliveira de Frades",0.87059
1811,"1651811","Penalva do Castelo",0.88824
1814,"1651814","Santa Comba Dão",0.53744
1816,"1651816","São Pedro do Sul",0.96141
1817,"1651817","Sátão",0.84836
1821,"1651821","Tondela",0.78977
1822,"1651822","Vila Nova de Paiva",1
