"Muni_ID","ID","Muni","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
1601,"1111601","Arcos de Valdevez",9094,9286,6692,8996,0,7680,9226,7334,8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,"1111602","Caminha",7814,8034,5058,7768,0,5686,7712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,"1111603","Melgaço",4796,0,0,16339,11109,31644,46783,34178,7951,87438,82656,76398,33471,73200,55692,83472,68220,63952,79552,54834,54192,72345,50650
1604,"1111604","Monção",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,"1111605","Paredes de Coura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,"1111606","Ponte da Barca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,"1111607","Ponte de Lima",33628,29232,23849,28386,16532,23268,24335,19225,22470,17604,20724,18324,10047,15315,15195,16005,15948,13332,15765,8454,8958,17001,10784
1608,"1111608","Valença",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,"1111609","Viana do Castelo",48152,45430,30410,39947,18318,29108,35268,23590,28977,24651,24207,21440,11646,18150,18734,19746,20216,15338,19228,11411,12416,15278,15234
1610,"1111610","Vila Nova de Cerveira",9766,7834,3767,8984,0,6960,8728,6768,0,8202,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"1120301","Amares",33467,29808,24745,28578,18024,23184,24225,21375,22470,21995,20800,18232,14028,21824,14883,21840,23692,14487,23536,12987,13422,17607,16257
302,"1120302","Barcelos",52183,51847,37665,53087,38095,40120,47665,40511,45303,43931,36316,40862,23198,52029,35672,52144,45608,41495,53384,31500,27426,39858,29198
303,"1120303","Braga",111210,101850,81730,105168,70125,82700,96748,70920,86382,79560,76272,72375,50932,88288,68380,86992,78330,67032,93312,61607,56700,76531,57810
306,"1120306","Esposende",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"1120310","Terras de Bouro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"1120313","Vila Verde",129589,113659,69688,253424,158304,185760,223750,166700,121952,172767,172478,165428,115315,186445,151581,189978,179134,149825,195210,123619,118684,176667,127284
307,"1130307","Fafe",49388,46680,28770,265044,149985,217364,226258,165484,41446,177200,181356,166824,67989,196315,141484,187612,157740,176421,194752,126387,117520,165851,120890
308,"1130308","Guimarães",91422,85510,62730,84064,52635,65610,71386,48438,62582,55920,55380,52943,38220,63305,47718,63338,54580,53060,66484,43263,37888,53028,40187
309,"1130309","Póvoa de Lanhoso",136392,131409,80740,198572,92295,141999,164872,113971,96859,124128,128206,115865,84762,135439,87456,129304,118881,113144,143624,82141,78138,119420,84651
1314,"1131314","Santo Tirso",125400,110484,83952,109420,59628,78732,87720,69530,79472,79056,80990,75090,56070,93872,55040,94288,96848,80265,95744,66014,59556,83384,66407
1318,"1131318","Trofa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,"1130311","Vieira do Minho",62113,58782,40256,48748,44584,38979,43181,35558,39587,30051,31653,31640,23332,38815,34139,48969,32354,39739,51136,26840,26956,35618,27810
312,"1130312","Vila Nova de Famalicão",30426,29106,26110,31674,23670,25356,30570,25134,24210,23790,21924,24065,15168,27745,21404,28250,27715,20304,28655,19272,19028,23472,17775
314,"1130314","Vizela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"1140107","Espinho",0,0,0,27394,45010,51235,38984,31080,0,49550,136017,68844,16600,71495,155456,150696,134514,146978,184156,134573,0,134016,0
1304,"1141304","Gondomar",35364,39074,24164,32826,23120,29058,29406,21255,22670,24935,26244,19000,16752,28900,22604,28485,20988,23024,30070,20320,14787,23124,18084
1306,"1141306","Maia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,"1141308","Matosinhos",9778,10958,7080,10360,9314,9228,9662,8276,9370,9964,13124,9126,8378,11130,10644,11144,10030,10172,11580,9870,9660,11970,0
1312,"1141312","Porto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,"1141313","Póvoa de Varzim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,"1141315","Valongo",33026,31638,19885,30887,22061,22903,23760,20272,21834,22313,18090,22823,11679,28156,16347,27707,24511,26314,29233,14241,14193,17118,12817
1316,"1141316","Vila do Conde",15483,16464,11379,16242,19400,14088,15567,12207,15030,15231,17334,14733,11925,17277,16995,17829,16899,15834,18357,15201,15162,18813,12974
1317,"1141317","Vila Nova de Gaia",10304,11594,6980,10814,0,10184,9724,10198,9126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,"1151301","Amarante",49440,47115,35090,48690,23405,42354,38952,34616,32340,33712,34104,28488,19565,29585,21264,28205,25825,25120,28890,20032,19412,22992,17187
1302,"1151302","Baião",11026,12484,7718,100404,37480,77072,73650,60760,11642,57900,59360,47820,13709,48840,38528,45976,35616,42833,47952,30750,29970,40418,28675
304,"1150304","Cabeceiras de Basto",33932,34956,21796,68802,42133,57372,59730,52861,51178,46030,45552,43713,32496,54536,42316,52448,39396,46500,53933,34776,28491,45298,35172
106,"1150106","Castelo de Paiva",14031,15834,9579,15588,8548,13812,13680,11739,8570,8838,12710,8980,8024,11220,10626,10650,11522,10604,11202,9616,9264,10384,0
305,"1150305","Celorico de Basto",10268,11276,7108,11070,0,9686,10136,8546,9478,9544,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,"1151804","Cinfães",50502,49355,30098,45768,23608,34557,35052,26796,15725,31656,32017,24619,12213,29754,17169,17718,18846,17307,18255,15780,11796,16890,12542
1303,"1151303","Felgueiras",10292,9936,7528,10808,0,8854,10202,8756,9696,9720,11142,9656,0,11334,0,11438,11224,0,11700,0,0,0,0
