"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez",32.4
1602,"1111602","Caminha",1.4
1603,"1111603","Melgaço",5
1604,"1111604","Monção",13.8
1605,"1111605","Paredes de Coura",22.4
1606,"1111606","Ponte da Barca",25
1607,"1111607","Ponte de Lima",1.7
1608,"1111608","Valença",5.5
1609,"1111609","Viana do Castelo",0.1
1610,"1111610","Vila Nova de Cerveira",1
301,"1120301","Amares",1.4
302,"1120302","Barcelos",7.8
303,"1120303","Braga",22.8
306,"1120306","Esposende",0.2
310,"1120310","Terras de Bouro",2.7
313,"1120313","Vila Verde",25.1
307,"1130307","Fafe",33
308,"1130308","Guimarães",18.7
309,"1130309","Póvoa de Lanhoso",6.2
1314,"1131314","Santo Tirso",32.5
1318,"1131318","Trofa",3.9
311,"1130311","Vieira do Minho",14.4
312,"1130312","Vila Nova de Famalicão",8.5
314,"1130314","Vizela",0.6
107,"1140107","Espinho",1.3
1304,"1141304","Gondomar",62.2
1306,"1141306","Maia",37.8
1308,"1141308","Matosinhos",9
1312,"1141312","Porto",0
1313,"1141313","Póvoa de Varzim",4.4
1315,"1141315","Valongo",30.5
1316,"1141316","Vila do Conde",0.4
1317,"1141317","Vila Nova de Gaia",8.3
1301,"1151301","Amarante",13.5
1302,"1151302","Baião",6.5
304,"1150304","Cabeceiras de Basto",15.1
106,"1150106","Castelo de Paiva",3.4
305,"1150305","Celorico de Basto",7.9
1804,"1151804","Cinfães",25
1303,"1151303","Felgueiras",18.8
1305,"1151305","Lousada",5.1
1307,"1151307","Marco de Canaveses",5.5
1705,"1151705","Mondim de Basto",0.6
1309,"1151309","Paços de Ferreira",8.5
1310,"1151310","Paredes",50.7
1311,"1151311","Penafiel",8.3
1813,"1151813","Resende",35.3
1709,"1151709","Ribeira de Pena",2.6
104,"1160104","Arouca",11
113,"1160113","Oliveira de Azeméis",0.5
109,"1160109","Santa Maria da Feira",1.6
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0
1701,"1171701","Alijó",7.8
1801,"1171801","Armamar",14.7
403,"1170403","Carrazeda de Ansiães",90.8
404,"1170404","Freixo de Espada à Cinta",8.4
1805,"1171805","Lamego",25
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",84.2
1812,"1171812","Penedono",30.7
1708,"1171708","Peso da Régua",0.7
1710,"1171710","Sabrosa",15.7
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",15
1818,"1171818","Sernancelhe",87.2
1819,"1171819","Tabuaço",83.2
1820,"1171820","Tarouca",29
409,"1170409","Torre de Moncorvo",0.9
410,"1170410","Vila Flor",2.7
914,"1170914","Vila Nova de Foz Côa",0.5
1714,"1171714","Vila Real",127.9
401,"1180401","Alfândega da Fé",0.7
1702,"1181702","Boticas",55.9
402,"1180402","Bragança",109.3
1703,"1181703","Chaves",645.1
405,"1180405","Macedo de Cavaleiros",16.8
406,"1180406","Miranda do Douro",0.6
407,"1180407","Mirandela",38.7
408,"1180408","Mogadouro",7.1
1706,"1181706","Montalegre",88.5
1707,"1181707","Murça",35.7
1712,"1181712","Valpaços",259.7
1713,"1181713","Vila Pouca de Aguiar",162
411,"1180411","Vimioso",62.4
412,"1180412","Vinhais",56.4
101,"1610101","Águeda",5.3
102,"1610102","Albergaria-a-Velha",0.1
103,"1610103","Anadia",3.3
105,"1610105","Aveiro",3.3
108,"1610108","Estarreja",0
110,"1610110","Ílhavo",0
111,"1610111","Mealhada",8
112,"1610112","Murtosa",0
114,"1610114","Oliveira do Bairro",5.9
115,"1610115","Ovar",0.3
117,"1610117","Sever do Vouga",3.4
118,"1610118","Vagos",0.8
602,"1620602","Cantanhede",6.8
603,"1620603","Coimbra",26.6
604,"1620604","Condeixa-a-Nova",4.7
605,"1620605","Figueira da Foz",2.4
608,"1620608","Mira",2.6
610,"1620610","Montemor-o-Velho",33.4
613,"1620613","Penacova",1.9
615,"1620615","Soure",3.2
1004,"1631004","Batalha",0.3
1009,"1631009","Leiria",8.5
1010,"1631010","Marinha Grande",1.3
1015,"1631015","Pombal",3.9
1016,"1631016","Porto de Mós",0
1002,"1641002","Alvaiázere",0
1003,"1641003","Ansião",0
601,"1640601","Arganil",1.8
1007,"1641007","Castanheira de Pêra",0.9
1008,"1641008","Figueiró dos Vinhos",7.7
606,"1640606","Góis",0.8
607,"1640607","Lousã",3.9
609,"1640609","Miranda do Corvo",3.8
611,"1640611","Oliveira do Hospital",36.2
612,"1640612","Pampilhosa da Serra",0
1013,"1641013","Pedrógão Grande",0.6
614,"1640614","Penela",3.4
616,"1640616","Tábua",15.7
617,"1640617","Vila Nova de Poiares",1.7
901,"1650901","Aguiar da Beira",36.4
1802,"1651802","Carregal do Sal",3.4
1803,"1651803","Castro Daire",17.1
1806,"1651806","Mangualde",58.9
1808,"1651808","Mortágua",1.8
1809,"1651809","Nelas",7.2
1810,"1651810","Oliveira de Frades",7.4
1811,"1651811","Penalva do Castelo",15.1
1814,"1651814","Santa Comba Dão",12.2
1816,"1651816","São Pedro do Sul",29.9
1817,"1651817","Sátão",20.7
1821,"1651821","Tondela",13.9
1822,"1651822","Vila Nova de Paiva",5.2
1823,"1651823","Viseu",59.2
1824,"1651824","Vouzela",4.1
1413,"1661413","Mação",0
506,"1660506","Oleiros",0
508,"1660508","Proença-a-Nova",0
509,"1660509","Sertã",1.8
510,"1660510","Vila de Rei",0
905,"1670905","Fornos de Algodres",10.6
906,"1670906","Gouveia",20.9
912,"1670912","Seia",10.4
902,"1680902","Almeida",10.4
903,"1680903","Celorico da Beira",20.4
904,"1680904","Figueira de Castelo Rodrigo",5.8
907,"1680907","Guarda",91.8
908,"1680908","Manteigas",0.6
909,"1680909","Mêda",7.2
910,"1680910","Pinhel",31.9
911,"1680911","Sabugal",43.7
913,"1680913","Trancoso",71.9
502,"1690502","Castelo Branco",5
505,"1690505","Idanha-a-Nova",14.4
507,"1690507","Penamacor",1.6
511,"1690511","Vila Velha de Ródão",0
501,"16A0501","Belmonte",6
503,"16A0503","Covilhã",31.9
504,"16A0504","Fundão",12.3
1001,"16B1001","Alcobaça",2.7
1101,"16B1101","Alenquer",0
1102,"16B1102","Arruda dos Vinhos",0
1005,"16B1005","Bombarral",0
1104,"16B1104","Cadaval",0
1006,"16B1006","Caldas da Rainha",0
1108,"16B1108","Lourinhã",0.1
1011,"16B1011","Nazaré",0
1012,"16B1012","Óbidos",1.3
1014,"16B1014","Peniche",0
1112,"16B1112","Sobral de Monte Agraço",0
1113,"16B1113","Torres Vedras",0
1401,"16C1401","Abrantes",29.8
1402,"16C1402","Alcanena",0
1408,"16C1408","Constância",0
1410,"16C1410","Entroncamento",0
1411,"16C1411","Ferreira do Zêzere",0
1421,"16C1421","Ourém",2
1417,"16C1417","Sardoal",0
1418,"16C1418","Tomar",6.1
1419,"16C1419","Torres Novas",1.5
1420,"16C1420","Vila Nova da Barquinha",0
1115,"1711115","Amadora",0
1105,"1711105","Cascais",0
1106,"1711106","Lisboa",0
1107,"1711107","Loures",0
1109,"1711109","Mafra",1.9
1116,"1711116","Odivelas",0
1110,"1711110","Oeiras",0
1111,"1711111","Sintra",1.1
1114,"1711114","Vila Franca de Xira",0
1502,"1721502","Alcochete",1.5
1503,"1721503","Almada",1.5
1504,"1721504","Barreiro",1.5
1506,"1721506","Moita",13.3
1507,"1721507","Montijo",5.8
1508,"1721508","Palmela",13
1510,"1721510","Seixal",0
1511,"1721511","Sesimbra",0
1512,"1721512","Setúbal",0
1501,"1811501","Alcácer do Sal",0
1505,"1811505","Grândola",1.3
211,"1810211","Odemira",75.6
1509,"1811509","Santiago do Cacém",0.9
1513,"1811513","Sines",1.7
1201,"1821201","Alter do Chão",1.7
1202,"1821202","Arronches",2
1203,"1821203","Avis",0
1204,"1821204","Campo Maior",0
1205,"1821205","Castelo de Vide",0
