"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez",0.00833
1602,"1111602","Caminha",0.00791
1603,"1111603","Melgaço",0.041
1604,"1111604","Monção",0
1605,"1111605","Paredes de Coura",0.00882
1606,"1111606","Ponte da Barca",0.00371
1607,"1111607","Ponte de Lima",0.04519
1608,"1111608","Valença",0
1609,"1111609","Viana do Castelo",0.11876
1610,"1111610","Vila Nova de Cerveira",0.04883
301,"1120301","Amares",0.19946
302,"1120302","Barcelos",0.48819
303,"1120303","Braga",0.37048
306,"1120306","Esposende",0.58065
310,"1120310","Terras de Bouro",0.02564
313,"1120313","Vila Verde",0.1809
307,"1130307","Fafe",0.02688
308,"1130308","Guimarães",0.20973
309,"1130309","Póvoa de Lanhoso",0.09044
1314,"1131314","Santo Tirso",0.32026
1318,"1131318","Trofa",0.8649
311,"1130311","Vieira do Minho",0.1617
312,"1130312","Vila Nova de Famalicão",0.64306
314,"1130314","Vizela",0.13562
107,"1140107","Espinho",0.23762
1304,"1141304","Gondomar",0.20571
1306,"1141306","Maia",0.81633
1308,"1141308","Matosinhos",0.76658
1312,"1141312","Porto",0.66667
1313,"1141313","Póvoa de Varzim",0.97122
1315,"1141315","Valongo",0.33463
1316,"1141316","Vila do Conde",0.78962
1317,"1141317","Vila Nova de Gaia",0.46114
1301,"1151301","Amarante",0.00967
1302,"1151302","Baião",0.01681
304,"1150304","Cabeceiras de Basto",0.05838
106,"1150106","Castelo de Paiva",0.21542
305,"1150305","Celorico de Basto",0.02554
1804,"1151804","Cinfães",0.03777
1303,"1151303","Felgueiras",0.05403
1305,"1151305","Lousada",0.09473
1307,"1151307","Marco de Canaveses",0.05772
1705,"1151705","Mondim de Basto",0.02433
1309,"1151309","Paços de Ferreira",0.29757
1310,"1151310","Paredes",0.17763
1311,"1151311","Penafiel",0.05664
1813,"1151813","Resende",0.10804
1709,"1151709","Ribeira de Pena",0.09518
104,"1160104","Arouca",0.16228
113,"1160113","Oliveira de Azeméis",0.36029
109,"1160109","Santa Maria da Feira",0.30909
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0.07461
1701,"1171701","Alijó",0.04895
1801,"1171801","Armamar",0
403,"1170403","Carrazeda de Ansiães",0.5
404,"1170404","Freixo de Espada à Cinta",0
1805,"1171805","Lamego",0.0784
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",0.16202
1812,"1171812","Penedono",0.23896
1708,"1171708","Peso da Régua",1
1710,"1171710","Sabrosa",0.06914
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",0.58427
1818,"1171818","Sernancelhe",0.46116
1819,"1171819","Tabuaço",0.06746
1820,"1171820","Tarouca",0.02313
409,"1170409","Torre de Moncorvo",0.4
410,"1170410","Vila Flor",0.5
914,"1170914","Vila Nova de Foz Côa",0
1714,"1171714","Vila Real",0.10394
401,"1180401","Alfândega da Fé",1
1702,"1181702","Boticas",0
402,"1180402","Bragança",0.4
1703,"1181703","Chaves",0.04263
405,"1180405","Macedo de Cavaleiros",0.57143
406,"1180406","Miranda do Douro",0
407,"1180407","Mirandela",0.14151
408,"1180408","Mogadouro",0
1706,"1181706","Montalegre",0.03491
1707,"1181707","Murça",0.05263
1712,"1181712","Valpaços",0.07013
1713,"1181713","Vila Pouca de Aguiar",0.12912
411,"1180411","Vimioso",0
412,"1180412","Vinhais",0.33333
101,"1610101","Águeda",0.50944
102,"1610102","Albergaria-a-Velha",0.76688
103,"1610103","Anadia",0.67243
105,"1610105","Aveiro",0.4903
108,"1610108","Estarreja",0.8818
110,"1610110","Ílhavo",0.378
111,"1610111","Mealhada",0.53231
112,"1610112","Murtosa",0.82777
114,"1610114","Oliveira do Bairro",0.63407
115,"1610115","Ovar",0.61002
117,"1610117","Sever do Vouga",0.13565
118,"1610118","Vagos",0.9145
602,"1620602","Cantanhede",0.84695
603,"1620603","Coimbra",0.06732
604,"1620604","Condeixa-a-Nova",0.16238
605,"1620605","Figueira da Foz",0.43429
608,"1620608","Mira",0.86326
610,"1620610","Montemor-o-Velho",0.15848
613,"1620613","Penacova",0.28831
615,"1620615","Soure",0.29656
1004,"1631004","Batalha",0.55102
1009,"1631009","Leiria",0.20291
1010,"1631010","Marinha Grande",0.23789
1015,"1631015","Pombal",0.47917
1016,"1631016","Porto de Mós",0.41667
1002,"1641002","Alvaiázere",0.47984
1003,"1641003","Ansião",0.74286
601,"1640601","Arganil",0.70233
1007,"1641007","Castanheira de Pêra",0.5
1008,"1641008","Figueiró dos Vinhos",0.59259
606,"1640606","Góis",0.16875
607,"1640607","Lousã",0.56875
609,"1640609","Miranda do Corvo",0.53828
611,"1640611","Oliveira do Hospital",0.40129
612,"1640612","Pampilhosa da Serra",0.21875
1013,"1641013","Pedrógão Grande",0.48519
614,"1640614","Penela",0.40708
616,"1640616","Tábua",0.73643
617,"1640617","Vila Nova de Poiares",0.52349
901,"1650901","Aguiar da Beira",0.74172
1802,"1651802","Carregal do Sal",0.74545
1803,"1651803","Castro Daire",0.10743
1806,"1651806","Mangualde",0.72071
1808,"1651808","Mortágua",0.24587
1809,"1651809","Nelas",0.53249
1810,"1651810","Oliveira de Frades",0.20119
1811,"1651811","Penalva do Castelo",0.23718
1814,"1651814","Santa Comba Dão",0.47862
1816,"1651816","São Pedro do Sul",0.11923
1817,"1651817","Sátão",0.18842
1821,"1651821","Tondela",0.36322
1822,"1651822","Vila Nova de Paiva",0.02878
1823,"1651823","Viseu",0.23229
1824,"1651824","Vouzela",0.36281
1413,"1661413","Mação",0.25157
506,"1660506","Oleiros",0.31918
508,"1660508","Proença-a-Nova",0.29339
509,"1660509","Sertã",0.53223
510,"1660510","Vila de Rei",0.42553
905,"1670905","Fornos de Algodres",0.67053
906,"1670906","Gouveia",0.43593
912,"1670912","Seia",0.46837
902,"1680902","Almeida",0.44706
903,"1680903","Celorico da Beira",0.48272
904,"1680904","Figueira de Castelo Rodrigo",0
907,"1680907","Guarda",0.38898
908,"1680908","Manteigas",0
909,"1680909","Mêda",0.17347
910,"1680910","Pinhel",0.82676
911,"1680911","Sabugal",0.0951
913,"1680913","Trancoso",0.74733
502,"1690502","Castelo Branco",0.11486
505,"1690505","Idanha-a-Nova",0.10426
507,"1690507","Penamacor",0.57536
511,"1690511","Vila Velha de Ródão",0.8806
501,"16A0501","Belmonte",0.49167
503,"16A0503","Covilhã",0.23614
504,"16A0504","Fundão",0.61857
1001,"16B1001","Alcobaça",0.67982
1101,"16B1101","Alenquer",0.02358
1102,"16B1102","Arruda dos Vinhos",0.5
1005,"16B1005","Bombarral",1
1104,"16B1104","Cadaval",0
1006,"16B1006","Caldas da Rainha",0.54167
1108,"16B1108","Lourinhã",0.98755
1011,"16B1011","Nazaré",1
1012,"16B1012","Óbidos",0.42222
1014,"16B1014","Peniche",0.7619
1112,"16B1112","Sobral de Monte Agraço",1
1113,"16B1113","Torres Vedras",0.57616
1401,"16C1401","Abrantes",0.24274
1402,"16C1402","Alcanena",0.42609
1408,"16C1408","Constância",0.12877
1410,"16C1410","Entroncamento",0.54082
1411,"16C1411","Ferreira do Zêzere",0.60227
1421,"16C1421","Ourém",0.15491
1417,"16C1417","Sardoal",1
1418,"16C1418","Tomar",0.34289
1419,"16C1419","Torres Novas",0.42895
1420,"16C1420","Vila Nova da Barquinha",0.38111
1115,"1711115","Amadora",0
1105,"1711105","Cascais",1
1106,"1711106","Lisboa",0
1107,"1711107","Loures",0.05517
1109,"1711109","Mafra",0.69697
1116,"1711116","Odivelas",0
1110,"1711110","Oeiras",0
1111,"1711111","Sintra",0.14113
1114,"1711114","Vila Franca de Xira",0.00708
1502,"1721502","Alcochete",1
1503,"1721503","Almada",1
1504,"1721504","Barreiro",1
1506,"1721506","Moita",0.26106
1507,"1721507","Montijo",0.02747
1508,"1721508","Palmela",0.14411
1510,"1721510","Seixal",0
